經度,緯度,期間平均室外溫度(°),相對溼度(%),降水量(mm),日照時數(hour),期間平均太陽輻射量(kW/m²),能見度(km),總雲量(0~10),太陽高度角(°),天氣現象,海拔(m),設備容量(kW),故障率(%),遮蔽率(%),擺放角度(°),面板溫度(°)
121.1546°E,22.7522°N,28.4,81,3.5,10.0,7.497,33.0,3.8,90,晴有雨,9,6879.674532467504,0.009388267850375711,59.96501042461839,24.362789716076097,49.02058811827879
121.1546°E,22.7522°N,28.3,81,8.5,7.9,6.978,33.0,2.8,90,晴有雨,9,8614.06548144603,0.004547906567477462,22.96837238326862,23.84235098967338,56.356736650815066
121.1546°E,22.7522°N,28.0,84,0.5,3.5,5.433,26.6,7.6,90,多雲有靄,9,5444.327525594208,0.0016436784440186068,37.94971883865353,24.385991771442157,42.47276960903586
121.1546°E,22.7522°N,27.2,85,0.5,1.2,2.903,23.6,9.2,90,陰有靄,9,2343.650830867302,0.007628612428440035,66.81710222677123,22.634280196860807,38.3943945545889
121.1546°E,22.7522°N,28.4,82,1.0,7.4,5.978,31.0,6.8,90,多雲有雨,9,4153.6598486129,0.005433795036811379,2.383980400885888,21.848169567230997,57.4082253116499
121.1546°E,22.7522°N,28.1,80,0.0,4.1,4.611,35.0,6.8,90,多雲有靄,9,8830.18467613967,0.028930771891569684,30.066107429845314,23.12506343835649,49.848684475944246
121.1546°E,22.7522°N,28.1,81,0.0,1.8,3.339,32.0,9.2,90,陰有靄,9,4408.099082175864,0.0025060165110691326,64.29192718366792,21.888286347923017,45.023914279109604
121.1546°E,22.7522°N,26.4,90,15.5,0.0,1.128,19.2,9.8,90,陰有雨,9,3541.672221178924,0.0038953565338257267,74.15786305528037,22.76087913214269,51.97786463203133
121.1546°E,22.7522°N,26.0,88,2.5,0.1,2.103,45.0,9.6,90,陰有雨,9,4946.141791235107,0.003318355524056611,17.334502267465503,21.86530627907747,45.68295765115424
121.1546°E,22.7522°N,27.4,84,4.0,0.5,3.242,29.0,9.4,90,陰有雨,9,8598.851988487939,0.0011889800675812764,10.519406923913522,23.773334530895777,48.538421910898975
121.1546°E,22.7522°N,26.3,88,37.0,0.5,2.339,24.6,10.0,89,陰有雨,9,5171.926848192329,0.005993128036551046,89.05046207888844,24.727305877555366,39.8042972951008
121.1546°E,22.7522°N,26.3,91,12.0,0.0,2.342,29.8,10.0,89,陰有雨,9,2115.8002801831017,0.010332011847366727,20.91003056378511,21.04247697664967,43.82664533858916
121.1546°E,22.7522°N,27.8,87,0.0,4.4,5.047,35.0,9.8,89,陰有靄,9,5625.284873125872,0.019403237696123406,8.965531399991189,23.364780499456458,51.226421176542274
121.1546°E,22.7522°N,29.2,82,0.0,10.4,7.339,33.0,4.8,89,多雲有靄,9,1242.1907882084136,0.0010196924230623358,24.09929518723605,23.41039597111754,41.620009335317754
121.1546°E,22.7522°N,29.8,74,0.0,12.1,7.917,34.0,2.2,89,晴天,9,5364.596141127081,0.0009842161750773669,66.85331729938397,23.91865791507842,49.04855536103066
121.1546°E,22.7522°N,29.3,80,0.0,10.7,7.419,32.0,6.4,89,多雲有靄,9,4022.0584363343305,0.012343884264015205,94.89558069066827,20.905784368994485,39.36128245044553
121.1546°E,22.7522°N,29.5,78,0.0,12.2,7.994,38.0,2.6,89,晴有靄,9,7679.0733386325255,0.006288159747702225,64.29830595925348,22.544065560907786,53.69961931065803
121.1546°E,22.7522°N,29.4,76,0.0,12.0,7.461,33.0,10.0,89,陰有靄,9,6045.667865506324,0.0001450241042068369,65.49281206138899,23.23851489367891,55.73224717760364
121.1546°E,22.7522°N,29.0,77,8.5,7.4,6.325,40.0,10.0,89,陰有雨,9,2914.1332530042473,0.005098872890143211,82.0955782119158,22.037754708831358,42.36956227031844
121.1546°E,22.7522°N,28.8,79,0.0,8.6,6.964,39.0,6.0,89,多雲有靄,9,2723.2905368978877,0.005679706936739106,34.219781219585364,24.577715766543676,47.19256214262326
121.1546°E,22.7522°N,29.2,75,0.0,11.8,7.95,47.0,5.4,89,多雲有靄,9,5357.902194753085,0.03966313036500523,50.550927531971176,23.770432066493854,48.66614655136298
121.1546°E,22.7522°N,29.1,72,0.0,9.6,7.353,36.0,5.2,89,多雲,9,7216.018240693084,0.0024991427433082324,46.06861355210167,21.222109716223503,57.79087926115605
121.1546°E,22.7522°N,28.3,77,3.5,4.0,4.75,41.0,9.2,89,陰有雨,9,1118.2726940017344,0.03604806726219433,28.182995732813932,24.512156886628926,57.51187338293117
121.1546°E,22.7522°N,26.8,82,31.0,0.0,2.319,29.6,9.8,89,陰有雨,9,7006.913376341259,0.02970622696287906,29.55592488465927,23.137930443556247,38.9858288455044
121.1546°E,22.7522°N,26.7,89,52.0,0.8,2.711,22.8,9.0,90,陰有雨,9,7920.106018275303,0.010565560404577137,21.965878411878847,21.919165383132274,46.1743090396139
121.1546°E,22.7522°N,28.8,83,0.0,10.1,7.128,36.0,6.8,90,多雲有靄,9,2307.0308879970316,0.004012064407726957,45.05683593501077,22.380606302791925,50.26959568288672
121.1546°E,22.7522°N,29.2,79,0.0,8.3,6.522,39.0,8.6,90,多雲有靄,9,1577.6859965356307,0.021657379633292746,54.71185969589334,24.611980849098746,41.98382491733526
121.1546°E,22.7522°N,29.4,78,0.0,11.4,7.75,43.0,2.0,90,晴有靄,9,6988.404301784257,0.034231604032321734,87.28197456685284,23.542502103612154,40.1380131683588
121.1546°E,22.7522°N,29.7,77,0.0,6.3,5.833,41.0,7.4,90,多雲有靄,9,3455.9324852047494,0.02188237373480613,43.39699285171342,21.971880648356453,42.894729742962305
121.1546°E,22.7522°N,29.7,76,0.0,12.4,7.925,42.0,2.8,90,晴有靄,9,6689.063828649791,0.005159434941534622,45.088783101182074,21.386343154265923,58.66379322710809
121.1546°E,22.7522°N,29.7,77,0.0,11.7,7.703,43.0,8.2,90,多雲有靄,9,6425.137623386722,0.0021525381380405515,20.962951610600676,22.359947724176543,51.604499679353154
121.1546°E,22.7522°N,29.8,71,0.0,10.1,6.361,45.0,7.4,90,多雲,9,6103.069977488346,0.0011781794727898096,85.72442769312532,23.059127899989736,56.030368708558186
121.1546°E,22.7522°N,29.7,72,0.0,12.4,7.95,46.0,1.4,90,晴天,9,3697.702318189355,0.0024207122096442596,2.497454194548221,22.208724154699286,52.41000757081467
121.1546°E,22.7522°N,30.0,75,0.0,12.4,7.911,38.0,1.6,90,晴有靄,9,8419.87988164476,0.0024469607752435527,96.33786259380645,23.07173108980349,48.87112102097879
121.1546°E,22.7522°N,29.9,75,0.0,12.3,7.969,39.0,1.0,90,晴有靄,9,5368.45092637651,4.455947528536083e-05,49.360075502985666,22.258572004519532,42.59962210034307
121.1546°E,22.7522°N,30.0,74,0.0,12.3,7.772,31.0,1.6,90,晴天,9,3543.5199310095813,0.013243244148626418,5.335398595119944,24.296761502362603,53.582647289373995
121.1546°E,22.7522°N,29.8,76,0.0,9.9,7.219,36.0,3.2,89,晴有靄,9,4195.450841250633,0.0111804941151421,65.4838804571006,23.42557459338404,53.841943185769
121.1546°E,22.7522°N,29.8,74,0.0,11.4,7.722,39.0,2.0,89,晴天,9,9156.903483056507,0.02373765741679817,45.73033454333329,24.504150790419885,43.58707808153796
121.1546°E,22.7522°N,29.9,72,0.0,10.6,7.611,46.0,3.0,89,晴天,9,3815.6160474977223,0.02048148804020954,35.23777778022874,22.955770980125997,55.28725914664395
121.1546°E,22.7522°N,29.8,77,3.0,11.4,7.706,43.0,5.0,89,多雲有雨,9,8618.562362686715,0.0030136602270208097,15.89786885460146,22.501670103527136,56.03671771928508
121.1546°E,22.7522°N,27.5,85,13.0,0.5,2.036,22.4,9.8,89,陰有雨,9,690.7737611266878,0.0023375480055651786,82.33653069311862,21.552300689893567,38.62456207676694
121.1546°E,22.7522°N,29.6,77,0.0,11.3,7.317,39.0,5.2,88,多雲有靄,9,6540.6783374902525,0.015706887115005314,60.08631794207597,21.20196629284759,42.235697539860865
121.1546°E,22.7522°N,29.1,79,9.5,0.2,3.667,41.0,9.2,88,陰有雨,9,5405.962695087176,0.030804665724017282,9.940036941606555,21.56003785744366,55.393861403336146
121.1546°E,22.7522°N,28.0,84,25.5,5.4,4.303,39.0,10.0,88,陰有雨,9,2403.615180095362,0.002876015488785682,47.17202229865482,22.65206079261082,47.99173462980633
121.1546°E,22.7522°N,29.3,75,0.0,11.9,7.778,46.0,4.2,88,多雲有靄,9,4459.123221238713,0.016661828988197663,50.43946730936415,21.276303034570397,56.72683973506872
121.1546°E,22.7522°N,29.6,73,0.0,12.0,7.681,50.0,8.6,88,多雲,9,4250.163227928844,0.06602228211146123,29.359520854479904,23.30580168105298,54.903780818339435
121.1546°E,22.7522°N,29.8,74,0.5,12.0,7.706,46.0,9.8,87,陰天,9,1033.8333342602666,0.001938102364270323,35.857379454003116,22.01573537577581,45.20409599871273
121.1546°E,22.7522°N,29.0,75,26.5,8.4,6.633,33.6,8.4,87,多雲有雨,9,3606.2801339089647,0.04788686162435568,18.967914163108503,21.78194283342489,56.712963771018856
121.1546°E,22.7522°N,26.5,91,185.0,0.0,1.142,17.0,10.0,87,陰有雨,9,8862.527864996202,0.002344941576100163,58.04356497266413,22.9661540678692,40.52828637979548
121.1546°E,22.7522°N,26.6,91,111.0,0.0,0.869,4.4,10.0,87,陰有雨,9,618.2300237617943,0.01632544662618288,68.53014829780436,22.38559346520293,52.58610107975226
121.1546°E,22.7522°N,26.5,83,13.0,0.0,1.497,15.6,10.0,86,陰有雨,9,9932.558590791608,0.00728012264532979,52.089096285535334,22.305284030057255,56.29051602216546
121.1546°E,22.7522°N,27.1,86,44.5,3.0,4.908,36.0,9.2,86,陰有雨,9,7720.161297796192,0.0018558095974494388,75.56846105315417,22.102039367040582,49.121844311157794
121.1546°E,22.7522°N,28.4,83,3.5,8.9,6.314,36.0,9.6,86,陰有雨,9,2383.0831401344135,0.005475916297152929,73.6892954906496,22.203790672189477,43.96451796435824
121.1546°E,22.7522°N,28.7,77,1.5,9.9,7.156,39.0,6.4,86,多雲有雨,9,6030.329801690185,0.006537422106776701,86.53841270077572,21.507847950602343,47.576710565161974
121.1546°E,22.7522°N,28.8,76,0.0,9.5,7.256,34.0,4.0,85,多雲有靄,9,7110.265290479975,0.005290309460918915,76.75514270498843,22.698714201553482,42.48992077062066
121.1546°E,22.7522°N,29.7,74,0.0,9.1,6.517,42.0,6.2,85,多雲,9,514.0164209052016,0.0067769221745272445,1.6389577194591554,24.382893498645327,48.054500671016854
121.1546°E,22.7522°N,33.0,55,0.0,3.2,4.517,34.6,9.8,85,陰天,9,8536.745720068537,0.009008385292606133,93.83425738128064,21.089559560409075,48.58088730398102
121.1546°E,22.7522°N,28.9,74,8.0,0.0,1.106,26.4,10.0,84,陰有雨,9,1832.3549739671778,0.02945823511965301,79.17826787423692,24.248838912527383,57.71597124705596
121.1546°E,22.7522°N,29.1,69,0.5,5.0,4.389,54.0,9.0,84,陰天,9,6093.990512229492,0.01670950413452613,47.14724799345015,21.619101184608756,52.40794926298689
121.1546°E,22.7522°N,29.8,68,0.0,11.7,7.531,46.0,4.6,84,多雲,9,555.1676892161739,0.003321932160762436,32.173066448667385,21.97884770447448,53.05099481182248
121.1546°E,22.7522°N,28.9,79,1.0,3.4,3.694,32.0,8.2,83,多雲有雨,9,8753.312039935303,0.006923604855931275,42.21635404107863,22.761792867988248,45.32195054615428
121.1546°E,22.7522°N,29.0,83,1.5,6.4,5.822,17.0,6.0,83,多雲有雨,9,1962.0474064685147,0.025529036108116604,40.485021395092126,20.899577404611414,52.935144149610075
121.1546°E,22.7522°N,29.2,80,0.0,4.7,4.964,28.0,9.4,83,陰有靄,9,8679.292023844357,0.00882167956740638,41.94912817706329,21.566636445504415,42.60655673831886
121.1546°E,22.7522°N,29.1,81,0.0,5.0,5.556,25.0,9.0,83,陰有靄,9,2943.435067464153,0.021529182687529357,10.785770999767141,21.628150543734144,39.96772667186049
121.1546°E,22.7522°N,29.0,80,0.0,8.9,7.186,26.8,5.6,82,多雲有靄,9,42.49386081907479,0.009800285878395078,56.55428078685988,24.227327162585343,44.73237408587218
121.1546°E,22.7522°N,29.2,78,0.0,11.9,7.644,30.0,2.4,82,晴有靄,9,2446.7769567431033,0.017595852058666813,8.08841598222979,24.13131949820737,40.310760041345304
121.1546°E,22.7522°N,29.5,77,0.0,10.1,7.022,30.0,1.8,82,晴有靄,9,535.2493314353347,0.009661279610715147,33.456344737960066,23.897477369975142,48.0081811047782
121.1546°E,22.7522°N,30.1,73,0.0,11.4,7.544,37.0,3.6,81,晴天,9,7294.076072994028,0.002764747835074894,62.0824613541948,22.740996829992433,54.98738057467628
121.1546°E,22.7522°N,29.5,77,0.0,8.2,6.622,35.0,4.6,81,多雲有靄,9,6035.746246642354,0.0019138952150818955,99.32920579228444,22.546853687174696,53.04943202981441
121.1546°E,22.7522°N,27.6,85,2.0,0.4,0.975,24.0,10.0,81,陰有雨,9,1725.1280295983001,0.012294788697632108,39.430220063485564,22.136726840310814,51.15870430159481
121.1546°E,22.7522°N,28.3,83,69.0,5.2,5.258,38.0,7.2,80,多雲有雨,9,9202.295524454239,0.017271240286095856,5.433712303984972,22.695672225788957,50.71542512473183
121.1546°E,22.7522°N,28.8,81,0.0,8.8,7.031,38.0,6.2,79,多雲有靄,9,8366.33456200319,0.001852016451773241,4.634966877073444,24.255860163375495,41.072947563450285
121.1546°E,22.7522°N,29.3,76,0.0,9.4,6.822,38.0,3.2,79,晴有靄,9,8541.261722372845,0.02086455757581763,54.10602082054429,22.15063094916988,47.0732426531366
121.1546°E,22.7522°N,29.8,75,0.0,10.3,7.25,44.0,3.4,79,晴有靄,9,9215.710270667929,0.013431270028720056,93.5778004176494,24.448359771766366,58.31303616348583
121.1546°E,22.7522°N,29.2,77,5.5,7.9,6.211,38.0,10.0,78,陰有雨,9,3568.15952265257,0.01885108663378504,91.29338073639563,23.694463388113768,55.86116771425582
121.1546°E,22.7522°N,29.3,77,0.0,8.9,6.456,38.0,3.6,78,晴有靄,9,8002.3653367834595,0.009102094402977703,80.47044509582324,21.123952242563377,45.90178849814443
121.1546°E,22.7522°N,29.2,74,0.0,9.9,7.083,41.0,6.0,77,多雲,9,6263.292172898536,0.0058961530032688655,17.105464373659775,23.416412227324077,50.16097990378553
121.1546°E,22.7522°N,29.6,74,0.0,11.8,7.456,48.0,2.6,77,晴天,9,5885.263883020883,0.0238968356327456,52.3342701480818,23.32389060142662,41.62153637626045
121.1546°E,22.7522°N,29.1,75,14.0,6.8,5.697,41.0,7.4,77,多雲有雨,9,4015.8030856185947,0.028197818758523386,41.529493124129644,21.736940330116088,58.298821622748164
121.1546°E,22.7522°N,26.5,88,118.5,0.0,1.617,11.1,10.0,76,陰有雨,9,5015.819494428558,0.028767890663490288,0.3911711055691103,22.705591403962202,55.46568362524399
121.1546°E,22.7522°N,25.8,91,116.5,0.4,1.95,30.6,10.0,76,陰有雨,9,4587.758516528377,0.002542208913650884,87.57258186062505,23.791180366885193,40.80282359785453
121.1546°E,22.7522°N,28.5,80,0.0,8.6,6.586,47.0,3.0,76,晴有靄,9,7782.610848401895,0.012851056695517794,20.55270349791084,22.30206321944206,57.04232645867216
121.1546°E,22.7522°N,29.4,76,0.5,2.8,4.167,37.0,10.0,75,陰有靄,9,6958.692878421166,0.011349714458433705,72.22804036461422,21.002933653139245,57.24387052722313
121.1546°E,22.7522°N,27.1,87,188.0,0.0,0.128,8.4,10.0,75,陰有雨,9,7624.581479477455,0.0027545610195400206,80.21235101795354,22.1289464687808,49.65166338410912
121.1546°E,22.7522°N,27.4,90,43.0,0.5,3.214,11.2,9.6,75,陰有雨,9,8207.090630989269,0.021336462982701063,44.84372004832788,20.79119235274589,39.660974650227324
121.1546°E,22.7522°N,27.5,89,32.0,3.6,4.678,22.4,10.0,74,陰有雨,9,7262.902436596882,0.00232691459139081,21.028441020517953,23.835284843369024,46.3907541613434
121.1546°E,22.7522°N,27.9,87,4.0,6.3,4.997,21.6,10.0,74,陰有雨,9,7492.256873056022,0.004442015241786681,50.26890091533113,22.376797263928264,46.197194177584436
121.1546°E,22.7522°N,26.6,91,135.5,2.5,3.792,13.8,9.4,73,陰有雨,9,3042.8007061003773,0.011543667317732036,20.989298001991973,23.99431446443446,38.259464592628206
121.1546°E,22.7522°N,25.4,90,151.5,1.4,3.767,35.0,9.6,73,陰有雨,9,5945.215226019274,0.0011640740092454165,33.43496520374296,23.20392126491225,35.48066476235703
121.1546°E,22.7522°N,25.6,80,2.5,0.0,2.356,41.0,9.8,73,陰有雨,9,2769.1391458102476,0.01330121418359132,75.4254270126936,22.49143822801886,41.90641262924634
121.1546°E,22.7522°N,25.9,81,1.0,0.8,3.036,31.0,9.6,72,陰有雨,9,8117.469011735815,0.004772373968876251,95.52167961457813,21.266483772782962,51.23714013388009
121.1546°E,22.7522°N,27.3,75,0.0,8.8,6.769,45.0,6.2,72,多雲有靄,9,2088.3312536248186,0.018409891497698432,84.21527494842582,22.735383454244804,55.10399634484794
121.1546°E,22.7522°N,28.0,73,0.0,10.9,7.114,34.0,2.0,72,晴天,9,4088.717446615635,0.025631073808604014,92.04331046314661,20.92374986719788,45.29881659840589
121.1546°E,22.7522°N,27.9,72,0.0,11.1,7.078,45.0,3.0,71,晴天,9,9017.038834243935,0.0040007120100543836,4.132208984964548,22.713212660023984,45.466758330155386
121.1546°E,22.7522°N,28.1,72,0.0,11.4,7.125,32.4,1.6,71,晴天,9,8876.989071424392,0.0035417394739441894,11.97513499242896,22.39698557998062,57.79606890785439
121.1546°E,22.7522°N,28.5,70,0.0,8.5,6.347,43.0,5.0,70,多雲,9,8974.670708217454,0.0061514927691476776,5.606730975854656,24.50478179849942,56.00157466036723
121.1546°E,22.7522°N,28.7,74,0.0,9.6,6.325,36.0,6.6,70,多雲,9,4669.913107197686,0.004003659368092654,50.38548544801387,22.022642372040423,41.19594065319998
121.1546°E,22.7522°N,29.0,76,1.5,9.7,6.542,39.0,2.8,69,晴有雨,9,7254.823537288618,0.024997213895608588,18.77722391505918,24.500456884099684,44.01222818962213
121.1546°E,22.7522°N,28.9,73,0.0,9.7,6.686,46.0,1.6,69,晴天,9,3528.0219808871716,0.009540432741729731,45.11896766856252,21.30260127982955,47.098889037819724
121.1546°E,22.7522°N,28.8,76,4.0,10.7,6.894,46.0,3.0,68,晴有雨,9,8165.628510676723,0.0038957288048156505,33.55653922438107,22.665828896874984,55.38234313083409
121.1546°E,22.7522°N,29.0,78,0.0,9.7,6.672,40.0,3.0,68,晴有靄,9,8165.002085257586,0.0020443152140711992,34.39049991961998,23.473779032398944,53.71296975354669
121.1546°E,22.7522°N,29.2,76,0.0,9.4,6.503,42.0,1.8,68,晴有靄,9,7356.926455418316,0.002133640759657203,61.89357599590759,21.927906702124623,48.90354549683385
121.1546°E,22.7522°N,29.0,77,0.0,6.8,5.914,39.6,7.0,67,多雲有靄,9,4437.572135623955,0.018570438868198518,73.88376858432945,21.985791243503066,51.10763062106969
121.1546°E,22.7522°N,29.1,73,0.0,9.7,6.697,45.0,1.8,67,晴天,9,8562.581989011374,0.002591910866823514,88.33996755908983,23.156908010112275,46.57427892663445
121.1546°E,22.7522°N,29.0,72,0.0,9.2,6.519,43.0,2.2,67,晴天,9,1422.1796663438824,0.02004112978140181,93.33448202710716,24.469056857845615,57.98925749366509
121.1546°E,22.7522°N,29.2,72,0.0,7.7,5.739,33.0,5.0,66,多雲,9,7795.4606367795,0.009726754479874164,51.19237590298668,21.292610862166313,41.58105929062358
121.1546°E,22.7522°N,28.5,75,14.0,5.6,5.419,35.0,6.2,66,多雲有雨,9,6744.892507722789,0.0015719452550211756,43.49664183759512,21.26607923677615,49.72487177047321
121.1546°E,22.7522°N,29.0,74,0.0,8.3,6.136,39.0,2.8,65,晴天,9,7906.394142029142,0.04717870164240637,48.697449161538664,21.695302279096115,45.59609480659534
121.1546°E,22.7522°N,29.1,74,0.0,8.8,6.244,25.0,1.4,65,晴天,9,893.763245577083,0.00986925311151034,12.42706463380353,23.633427135894017,49.65121875379442
121.1546°E,22.7522°N,29.4,74,0.0,10.3,6.536,36.4,3.2,65,晴天,9,3278.9620451441306,0.0037047440612446385,20.342060693282438,20.870705824402265,57.124631060161576
121.1546°E,22.7522°N,29.2,72,0.0,7.0,5.411,28.0,7.8,64,多雲,9,3250.948563366059,0.004224038744169246,22.618261425211696,21.6560717082576,52.833172138727
121.1546°E,22.7522°N,28.4,69,0.0,7.5,4.917,25.8,5.0,64,多雲,9,1348.1219832111194,0.0025259250676459514,99.8361459345757,24.11990043726513,53.972637180356706
121.1546°E,22.7522°N,29.2,65,0.0,9.1,5.536,36.2,7.4,63,多雲,9,7020.6046660019065,0.005997454659439972,83.99890169174539,23.626449130758676,56.867536954370635
121.1546°E,22.7522°N,29.4,72,8.0,0.0,1.5,29.0,10.0,63,陰有雨,9,7780.191363432145,0.013081325617509852,41.90730459458144,23.312253995637143,43.73222514037726
121.1546°E,22.7522°N,26.7,90,55.5,0.0,0.8,7.8,10.0,63,陰有雨,9,5768.505473471102,0.005083198900359363,35.9799118620243,23.12925590013124,45.98841832260365
121.1546°E,22.7522°N,24.9,89,128.5,0.0,0.714,9.0,10.0,62,陰有雨,9,4451.917974426299,0.013416962928207713,1.9831585506475347,22.24322560953773,37.32318881192239
121.1546°E,22.7522°N,26.3,86,32.0,4.1,4.478,34.0,9.4,62,陰有雨,9,6533.387176225125,0.01619078810015079,44.40488230468893,24.098915368373977,50.599631804469894
121.1546°E,22.7522°N,26.7,88,7.0,1.9,3.806,27.2,9.8,61,陰有雨,9,5213.174415551251,0.007214264476931615,9.930521204702847,23.636140693117195,52.59906209674915
121.1546°E,22.7522°N,27.4,79,0.0,10.4,6.394,41.0,3.0,61,晴有靄,9,2377.3457488365575,0.008097924687548634,94.7622233749209,22.403996935372003,40.44893418052009
121.1546°E,22.7522°N,26.8,80,0.5,3.0,3.847,41.0,9.6,61,陰有靄,9,7279.899868372736,0.012347967791703754,92.0465020319048,22.279402036294996,37.70085291604179
121.1546°E,22.7522°N,26.2,76,0.0,3.7,4.161,42.0,7.6,60,多雲有靄,9,1035.1145014279066,0.009103254377615244,76.40466770536634,23.722293609984654,36.29720279290584
121.1546°E,22.7522°N,26.2,71,0.0,4.3,3.983,27.6,6.4,60,多雲,9,6443.215187852746,0.0034284646249844266,41.70130367047879,24.571314409317303,37.93242856181079
121.1546°E,22.7522°N,26.8,73,0.0,6.1,4.931,22.6,7.6,57,多雲,9,6074.583545776499,0.0031510891942839194,33.73858632017409,23.602642556491464,45.17561418463792
