經度,緯度,期間平均室外溫度(°),相對溼度(%),降水量(mm),日照時數(hour),期間平均太陽輻射量(kW/m²),能見度(km),總雲量(0~10),太陽高度角(°),天氣現象,海拔(m),設備容量(kW),故障率(%),遮蔽率(%),擺放角度(°),面板溫度(°)
120.5813°E,23.8738°N,27.4,83,0.0,7.8,6.169,33.6,4.6,87,多雲有靄,48.6,428.28228402712386,0.01686271566420665,11.291833478714642,22.124904959325058,48.89448449934048
120.5813°E,23.8738°N,27.5,83,0.0,8.6,6.514,23.4,5.6,87,多雲有靄,48.6,4855.367172641107,0.00373267166378018,63.38941364741131,22.371142732802173,37.73211688830774
120.5813°E,23.8738°N,27.3,86,0.0,3.9,5.189,16.4,6.6,87,多雲有靄,48.6,2767.3892201966346,0.0038061335123293506,52.37721878560011,22.89374277557286,54.33816923608855
120.5813°E,23.8738°N,28.3,82,0.0,6.0,5.658,13.4,6.0,88,多雲有靄,48.6,4835.552277325187,0.008574930527995217,35.47475295418588,22.772382536882823,57.874276112529415
120.5813°E,23.8738°N,29.7,81,0.0,8.7,6.467,14.2,3.4,88,晴有靄,48.6,5871.1571355871265,0.038765836149284603,12.943570725402642,23.338844539612108,43.7018701022844
120.5813°E,23.8738°N,28.9,77,0.0,4.9,5.808,47.0,6.8,88,多雲有靄,48.6,7665.047655343028,0.027421733359803257,25.606360430768472,22.938592180776638,41.74655426800227
120.5813°E,23.8738°N,29.9,80,2.0,9.7,6.758,38.0,3.8,88,晴有雨,48.6,9515.041608985839,0.0030076143948879006,88.28247555627051,25.73153206442803,53.02055648229019
120.5813°E,23.8738°N,27.4,95,15.5,0.1,2.128,26.0,9.6,88,陰有雨,48.6,2969.314207201616,0.0006285084939934452,15.514089742075242,22.951992360065837,48.36409301421875
120.5813°E,23.8738°N,28.7,83,29.0,8.1,6.65,37.0,5.8,89,多雲有雨,48.6,2523.5221230053576,0.02729566822355962,91.52683857425367,22.84031081522035,39.07533784462264
120.5813°E,23.8738°N,28.1,85,5.0,7.8,6.2,25.0,4.6,89,多雲有雨,48.6,6703.226672051548,0.0030224331068725843,9.713039137032064,23.549150821675887,40.51096454035094
120.5813°E,23.8738°N,28.6,85,9.5,5.7,5.178,43.0,6.4,89,多雲有雨,48.6,2071.682886482923,0.015106371771018803,93.02432541673045,21.905378991763847,51.43743678846174
120.5813°E,23.8738°N,28.6,82,0.0,3.2,4.136,38.0,8.6,89,多雲有靄,48.6,6446.9806138925605,0.01155500352262439,78.4528214671731,25.161188728998763,51.536586706824465
120.5813°E,23.8738°N,27.4,90,2.5,2.7,2.833,35.0,9.0,89,陰有雨,48.6,1797.216668771377,0.012002942438447725,8.526762186705172,25.51760878541668,46.649118224083
120.5813°E,23.8738°N,27.2,92,4.5,2.0,3.386,40.4,9.8,89,陰有雨,48.6,9429.094108860325,0.00044025997012317003,75.57195877070146,22.040910336913555,46.23126309688888
120.5813°E,23.8738°N,27.3,93,11.5,2.0,3.903,32.0,9.2,89,陰有雨,48.6,8161.042233771314,0.0052560442328391955,28.801858843504093,22.74167515361159,46.58534446701172
120.5813°E,23.8738°N,27.8,89,0.5,0.1,3.05,42.0,9.6,89,陰有靄,48.6,3196.584279169661,0.02461889082843376,70.57506845566873,22.433413801362985,50.03642670324146
120.5813°E,23.8738°N,28.3,85,5.5,0.6,3.256,59.0,9.2,89,陰有雨,48.6,8515.098774795737,0.02873127670785729,63.54779918591918,24.771424435430582,44.4117450794439
120.5813°E,23.8738°N,27.7,92,6.0,1.5,3.306,46.0,9.4,89,陰有雨,48.6,6779.947917351481,0.006552795099477754,68.32980592985734,25.514204865818357,40.09879241380832
120.5813°E,23.8738°N,29.3,82,0.0,4.9,5.961,48.0,8.8,90,多雲有靄,48.6,8397.491596620615,0.02938364575892908,47.76518169858909,24.599483417882027,54.397828691148675
120.5813°E,23.8738°N,29.7,76,0.0,10.3,6.978,43.0,5.2,90,多雲有靄,48.6,8208.02641256274,0.004488995480201783,39.286734638182494,24.775182614339364,50.96945279614026
120.5813°E,23.8738°N,29.9,77,0.0,10.1,6.581,60.0,5.0,90,多雲有靄,48.6,5948.1905794149825,0.004514470904830545,12.859401976213313,22.22875311837814,53.44932756244686
120.5813°E,23.8738°N,30.0,77,0.0,8.4,6.139,60.0,4.0,90,多雲有靄,48.6,3556.5853677805558,0.003688804337316794,86.39153775960537,25.096449286838016,47.14646523324756
120.5813°E,23.8738°N,29.0,79,3.0,8.8,6.642,58.0,3.0,90,晴有雨,48.6,6408.1717740203,0.008737882703396722,5.247463699615418,22.823881735546856,45.61973533849567
120.5813°E,23.8738°N,29.3,72,0.0,11.5,7.089,52.0,5.8,90,多雲,48.6,8009.540968190413,0.0068522142426193835,31.825678376579113,25.19587718628106,54.06894503758427
120.5813°E,23.8738°N,29.5,76,0.0,9.5,6.906,58.0,4.2,89,多雲有靄,48.6,2789.070215645795,0.014252818705676521,26.163004740024565,24.30830883735652,57.85169822729062
120.5813°E,23.8738°N,28.0,85,9.0,5.5,4.431,34.0,6.2,89,多雲有雨,48.6,6430.260588740047,0.005872247412006461,4.8906595367077195,22.198786410723578,47.01360976440358
120.5813°E,23.8738°N,28.5,84,0.0,4.1,4.733,68.0,8.2,89,多雲有靄,48.6,9223.271180272137,0.0026167412925186145,31.237746384442787,23.58738900085812,55.68547380425538
120.5813°E,23.8738°N,29.8,74,0.0,7.7,6.519,60.0,6.8,89,多雲,48.6,6341.925201970583,0.016816511703238782,58.24607402418369,23.68944893540903,44.96543346300835
120.5813°E,23.8738°N,30.5,71,0.0,9.6,7.019,56.0,4.8,89,多雲,48.6,6183.747945963956,0.007262440806625387,67.64406534395972,25.86664824265873,59.307644297039225
120.5813°E,23.8738°N,30.6,73,0.0,10.2,6.756,60.0,5.8,89,多雲,48.6,1413.2293963847908,0.025713386055371452,2.5184666744696993,22.584995128589956,46.7009584385557
120.5813°E,23.8738°N,30.7,69,0.0,11.5,7.547,60.0,4.2,89,多雲,48.6,9847.48819721869,0.0266393939338128,57.30162688523557,22.72667818334203,43.36907523885613
120.5813°E,23.8738°N,31.2,65,0.0,11.7,7.169,64.0,4.2,89,多雲,48.6,7637.830485214303,0.006616459783900911,79.38510558157122,24.554508015030144,56.73516361700622
120.5813°E,23.8738°N,31.0,72,0.0,9.8,6.825,60.0,5.6,89,多雲,48.6,6881.760276241082,0.005695085656702511,47.712570101044335,25.415760946879974,42.69910727673566
120.5813°E,23.8738°N,31.3,65,0.0,11.0,7.125,46.0,2.8,89,晴天,48.6,9382.3825293034,0.0037944166805819212,68.53384882919546,22.237056987836436,45.46030089571745
120.5813°E,23.8738°N,31.1,67,0.0,9.6,7.15,40.0,3.0,89,晴天,48.6,5830.52813163777,0.004761176856782181,88.60668360015185,25.74268921820616,42.73082266658367
120.5813°E,23.8738°N,30.9,71,0.0,8.1,5.7,58.0,5.2,89,多雲,48.6,2605.542542308036,0.007071024384693341,23.305637395567025,25.615203204617586,58.92255973660485
120.5813°E,23.8738°N,30.7,73,0.0,8.6,6.358,60.0,4.8,88,多雲,48.6,3382.7229639252832,0.0026097618005461887,81.92313392054056,25.087410063960704,49.9664885146352
120.5813°E,23.8738°N,29.5,74,0.0,8.5,5.578,66.0,4.0,88,多雲,48.6,7723.773919022382,0.013370472576835444,28.337143948919852,22.443758010426674,57.701676154075
120.5813°E,23.8738°N,30.0,75,0.0,9.1,6.258,54.0,5.8,88,多雲有靄,48.6,791.9783704772576,0.012649409767293913,11.125397669992088,23.77517198776132,41.619157923686416
120.5813°E,23.8738°N,30.8,69,0.0,9.1,6.825,62.0,5.0,88,多雲,48.6,320.49814670603615,0.010840054509961124,48.32326065172566,25.224442074163612,54.97974759954443
120.5813°E,23.8738°N,30.9,74,0.0,8.3,6.617,36.0,3.0,88,晴天,48.6,9330.366265849012,0.03377729038544144,46.46740714598503,25.533902244887237,52.49190188791863
120.5813°E,23.8738°N,29.2,81,43.0,6.0,4.283,41.0,5.4,88,多雲有雨,48.6,2392.7564505122646,0.004917484297020177,16.406050937539764,21.973799187847366,40.252227021469075
120.5813°E,23.8738°N,28.9,83,56.5,6.2,4.967,46.4,7.4,87,多雲有雨,48.6,6783.986834658443,0.0030733168716317438,89.17614905966481,23.69107708226004,53.71684834212686
120.5813°E,23.8738°N,27.7,87,36.5,1.9,4.025,55.6,9.6,87,陰有雨,48.6,5750.7398067563545,0.00704791874706478,94.83087780651117,25.083572019617193,45.908579186981015
120.5813°E,23.8738°N,28.9,81,0.5,4.6,5.358,60.0,7.2,87,多雲有靄,48.6,2514.848159323319,2.3569449942671443e-05,14.221099459460396,25.816179630001276,49.6145464107842
120.5813°E,23.8738°N,28.7,84,10.5,5.0,4.711,52.0,5.2,87,多雲有雨,48.6,2212.3717150409457,0.013139776606573388,50.41134315464814,23.189110291378935,53.143973038727125
120.5813°E,23.8738°N,29.5,82,0.5,7.5,5.128,58.0,6.8,86,多雲有靄,48.6,1302.8896118466864,0.011679759835448793,85.95936901531984,23.134908041491972,53.42231194523814
120.5813°E,23.8738°N,28.4,87,8.5,6.8,5.692,60.0,6.0,86,多雲有雨,48.6,1166.7502353559169,0.007834575250160559,88.99222757043458,24.10241560419782,51.06765463839613
120.5813°E,23.8738°N,29.4,75,0.0,8.9,5.522,60.0,5.2,86,多雲有靄,48.6,5322.8749404794025,0.004177381081609259,79.71116463600092,25.211842670418903,48.457700631155504
120.5813°E,23.8738°N,30.3,77,0.0,8.5,6.378,40.0,3.6,86,晴有靄,48.6,6796.461974599036,0.000884909906055581,33.64740950350814,21.963969814428594,54.40229922045616
120.5813°E,23.8738°N,28.5,86,2.0,0.1,1.85,28.0,10.0,86,陰有雨,48.6,5482.945338671886,0.019097519748152793,32.08543985875101,22.713354218715676,49.986403031700505
120.5813°E,23.8738°N,25.3,97,13.0,0.0,1.086,22.4,10.0,85,陰有雨,48.6,9583.91214486212,0.0025692159445624848,26.611682887055,22.958051081832025,49.0418717397672
120.5813°E,23.8738°N,27.5,85,34.0,4.8,5.361,60.0,8.0,85,多雲有雨,48.6,8932.3616646753,0.010187152609487927,30.546908109644576,22.90457421571253,55.698374247698474
120.5813°E,23.8738°N,28.6,83,0.0,5.0,5.061,62.0,7.6,85,多雲有靄,48.6,5115.538377323289,0.0015690407739932237,24.996439414856088,21.8953801737808,50.042056265036535
120.5813°E,23.8738°N,28.6,84,0.0,2.7,4.514,39.0,7.6,84,多雲有靄,48.6,3582.635749470361,0.012939859631165715,71.58693402965832,23.596540798646952,41.294454356750734
120.5813°E,23.8738°N,29.0,82,0.0,7.9,5.731,40.0,4.2,84,多雲有靄,48.6,1740.3827927365528,0.012437508873462575,55.540563847666846,22.096935590507247,46.76962536135847
120.5813°E,23.8738°N,28.5,88,4.5,4.1,4.322,28.0,7.8,84,多雲有雨,48.6,4457.8875247245105,0.007928092325138924,27.072234422260177,23.50703598241927,54.01275922387457
120.5813°E,23.8738°N,28.9,86,34.5,3.3,3.983,31.0,9.4,84,陰有雨,48.6,4656.311371001197,0.004737340520083567,99.509665306209,23.554505010958646,51.583875707476736
120.5813°E,23.8738°N,28.6,89,88.0,0.0,2.044,25.0,10.0,83,陰有雨,48.6,9113.042856589787,0.001546242056719664,28.010323838140984,25.618611816779325,44.897849692562936
120.5813°E,23.8738°N,28.8,89,1.5,0.3,1.756,22.4,9.6,83,陰有雨,48.6,961.4910485532885,0.007984383313425642,25.097841261559463,25.694487782137337,55.63055528808803
120.5813°E,23.8738°N,30.0,79,0.0,8.6,6.367,46.0,5.8,83,多雲有靄,48.6,1488.158236099301,0.003075121681584974,66.74734866489831,22.300052689037532,51.64430366267546
120.5813°E,23.8738°N,28.8,85,9.0,0.8,2.989,49.0,8.4,82,多雲有雨,48.6,7556.589564704979,0.004806701666512064,16.97722158831342,22.92940137961023,54.89916386293338
120.5813°E,23.8738°N,29.2,79,0.0,6.3,5.8,56.0,6.4,81,多雲有靄,48.6,6845.731658110654,0.014404044938325975,50.915892548500466,25.531776789222064,54.755057599689806
120.5813°E,23.8738°N,30.0,76,0.0,7.4,5.689,54.0,5.4,81,多雲有靄,48.6,7490.569297022576,0.001303917648327192,90.30771253423333,25.81026045920705,42.26029960891409
120.5813°E,23.8738°N,29.1,81,0.5,4.3,4.65,45.0,8.2,81,多雲有靄,48.6,3828.6438095199333,0.003801885306188864,88.09640200007837,25.667456955281228,54.19353124404765
120.5813°E,23.8738°N,28.3,88,13.5,2.7,3.625,44.8,8.4,81,多雲有雨,48.6,8240.016638471569,0.0037505825697893725,10.082144770537582,24.561689541331926,41.13750855230675
120.5813°E,23.8738°N,28.6,86,7.0,5.3,3.958,35.0,7.8,80,多雲有雨,48.6,9230.440349296889,0.0026647239276774604,63.12304992714222,21.94553095920668,53.88914945250149
120.5813°E,23.8738°N,27.5,92,45.5,0.4,1.942,30.0,9.8,80,陰有雨,48.6,1720.5539645785211,0.00828063572487253,57.03960893698034,24.808423694591134,53.43164780439942
120.5813°E,23.8738°N,27.2,88,21.0,4.0,4.392,39.2,8.0,79,多雲有雨,48.6,1363.4539899001827,0.007786360246303022,18.771480853805876,24.919867402654127,51.91589685285598
120.5813°E,23.8738°N,28.4,85,28.0,7.4,6.056,68.0,4.4,79,多雲有雨,48.6,4224.906872473079,0.0017440298907397181,87.50482689617645,22.57725638731612,40.751234096935846
120.5813°E,23.8738°N,29.2,83,0.0,9.6,6.669,60.0,4.4,78,多雲有靄,48.6,2106.8316952328305,0.005052134411755227,89.95603204373897,23.96057971915931,44.78803075969343
120.5813°E,23.8738°N,29.9,80,0.0,11.4,7.131,66.0,4.0,78,多雲有靄,48.6,228.58210933712158,0.009077798215981163,44.15317727198017,25.71691475517022,43.94834198642433
120.5813°E,23.8738°N,29.0,78,0.0,6.9,5.381,54.0,7.2,77,多雲有靄,48.6,4138.044594262583,0.022841227755381787,43.211735226730454,24.104088391656582,41.16206661702974
120.5813°E,23.8738°N,29.0,79,0.0,7.3,5.556,52.0,4.0,77,多雲有靄,48.6,3550.9531168510507,0.027431394148361304,64.14766139372624,23.75632592575305,58.35829256362722
120.5813°E,23.8738°N,28.6,85,6.5,6.0,5.361,33.0,6.4,77,多雲有雨,48.6,1164.837891294571,0.0039240117566943684,74.07688885353058,23.36450433241837,40.55198680772022
120.5813°E,23.8738°N,27.7,87,9.5,7.6,5.636,57.0,3.8,76,晴有雨,48.6,170.7026962364228,0.001446563880870226,19.203833288347326,21.905809681668885,49.06891372495667
120.5813°E,23.8738°N,28.8,81,0.0,10.1,6.206,56.0,3.6,76,晴有靄,48.6,4823.490594922608,0.003504697558956861,2.3678368269413164,24.636735662815905,52.25896194224619
120.5813°E,23.8738°N,30.3,83,0.0,4.8,4.331,23.0,5.8,75,多雲有靄,48.6,3376.1164771500403,0.033733775412329615,50.25315564747264,25.260119712942682,57.34038569360949
120.5813°E,23.8738°N,27.9,92,8.0,0.0,1.028,14.0,10.0,74,陰有雨,48.6,3692.6662435067697,0.042024158675844,11.474306677349677,24.115067498498128,52.04185519407611
120.5813°E,23.8738°N,26.7,97,13.0,0.5,2.017,54.0,10.0,73,陰有雨,48.6,6119.815841479812,0.0038061968970145026,79.28965061067194,23.471074440467856,42.205750867023774
120.5813°E,23.8738°N,27.1,93,172.0,4.1,3.936,42.3,8.6,73,多雲有雨,48.6,8209.0123624163,0.0034586220572999943,27.465059149286986,25.307112488168723,42.772903470000024
120.5813°E,23.8738°N,26.9,93,39.0,4.9,3.992,40.5,8.0,73,多雲有雨,48.6,9468.896774126593,0.0054978493147779485,17.603447487495462,22.57680538196419,42.14357906559612
120.5813°E,23.8738°N,27.2,92,7.5,4.0,4.669,42.0,8.8,72,多雲有雨,48.6,2845.9679903488927,0.01090065615494948,97.62647099236695,23.119932432477,53.1267309443153
120.5813°E,23.8738°N,26.6,94,21.5,2.9,3.564,58.0,9.0,72,陰有雨,48.6,6197.045095738877,0.009483363387917047,97.74395460016939,23.138229272586155,41.938753659287116
120.5813°E,23.8738°N,26.8,90,12.5,4.6,4.797,68.0,8.4,72,多雲有雨,48.6,6187.780341674658,0.0006744975607117669,89.1644134597495,25.465036345328453,37.84143021202314
120.5813°E,23.8738°N,26.6,92,6.0,2.7,3.933,54.0,8.6,71,多雲有雨,48.6,7193.626209874638,0.030062444831482044,11.192565268523635,25.285601841211662,47.26945936114779
120.5813°E,23.8738°N,27.6,81,0.0,8.4,6.042,19.0,3.2,70,晴有靄,48.6,8018.492014613701,0.0053347777065447365,59.55542216461964,23.176486264042058,42.49586794917955
120.5813°E,23.8738°N,27.9,80,0.0,8.6,5.447,34.0,2.8,70,晴有靄,48.6,7384.5636352385045,0.014410605631784073,75.29053945401469,22.697142143135608,43.73572383453349
120.5813°E,23.8738°N,27.9,81,0.0,9.1,5.978,28.0,3.4,70,晴有靄,48.6,7845.026457678656,0.010156304348107393,74.54383188817594,23.185299084646854,43.22749658545922
120.5813°E,23.8738°N,28.1,80,0.0,8.2,6.0,27.0,4.2,69,多雲有靄,48.6,8121.659398911194,3.8116024916622356e-07,40.09174960301179,23.87038725582514,56.83476371910352
120.5813°E,23.8738°N,28.4,77,0.0,8.2,5.664,39.0,3.8,69,晴有靄,48.6,5386.385964181689,0.006917967333192136,73.72440819010126,22.412558341910497,52.200534474876214
120.5813°E,23.8738°N,28.6,79,0.0,5.4,4.806,24.6,6.8,69,多雲有靄,48.6,3145.918713912696,0.002755818930214276,19.833813298176196,25.585688679361958,57.041566124811546
120.5813°E,23.8738°N,28.3,80,0.0,8.1,5.553,28.0,3.2,68,晴有靄,48.6,6398.507594236953,0.0035562858873236084,18.860122003327273,24.326184055902168,43.148915717804186
120.5813°E,23.8738°N,28.6,81,0.0,9.2,5.772,30.0,0.6,68,晴有靄,48.6,984.1327221061886,0.018402805857567404,7.672535128643931,25.602271934080626,44.50124390606006
120.5813°E,23.8738°N,29.0,81,0.0,9.1,5.781,31.0,2.6,67,晴有靄,48.6,8225.737090876646,0.002254046040591095,9.333932741152884,24.003833386910898,53.20107065453869
120.5813°E,23.8738°N,29.1,82,0.0,9.2,5.783,24.2,3.0,67,晴有靄,48.6,2793.1025592981196,0.007354764820438221,41.08220248782807,24.356590466047688,50.61555999947606
120.5813°E,23.8738°N,29.3,82,0.0,8.7,5.425,24.6,3.8,66,晴有靄,48.6,1610.8373332733818,0.0021959702717359282,5.497017581877717,25.07350674097022,58.83791598689484
120.5813°E,23.8738°N,29.5,82,0.0,6.1,4.933,34.0,4.4,65,多雲有靄,48.6,7436.989383361812,0.003101785169979533,45.21819173214322,23.197949423107858,56.95702022914506
120.5813°E,23.8738°N,29.1,81,0.0,4.8,3.569,41.0,6.4,65,多雲有靄,48.6,8064.140632744682,0.00351671715165678,37.453044126093246,23.848103582871122,52.65791298482201
120.5813°E,23.8738°N,29.1,81,0.0,4.9,3.997,28.0,7.2,65,多雲有靄,48.6,675.5157469620324,0.0021116739232432194,46.92738274167938,25.70759993958615,56.92683230671293
120.5813°E,23.8738°N,28.9,83,0.0,6.4,4.361,32.0,4.8,64,多雲有靄,48.6,6296.963647150337,0.01653401140863708,58.625144970763586,22.088092136149957,51.51065856651723
120.5813°E,23.8738°N,29.4,81,0.0,8.7,5.394,26.0,2.6,64,晴有靄,48.6,3596.8874196600136,0.007393304529090322,13.905105102154625,23.330826483382623,41.354974669706536
120.5813°E,23.8738°N,29.2,82,0.0,6.2,4.656,20.6,5.2,63,多雲有靄,48.6,3864.911084212161,0.030138642427975638,73.53729507778549,25.065037656283874,52.82221444606273
120.5813°E,23.8738°N,29.2,81,0.0,7.3,5.056,23.4,3.6,63,晴有靄,48.6,9789.790697545859,0.0019125125850890286,49.59349345053211,22.687141593711573,46.86089393683464
120.5813°E,23.8738°N,28.3,73,0.0,9.7,5.775,42.0,0.0,63,晴天,48.6,9423.544728624924,0.009389222896079635,22.720180509859766,22.74442282182651,57.673056720046446
120.5813°E,23.8738°N,27.1,74,0.0,7.1,4.967,50.0,6.2,62,多雲,48.6,2964.4056624609852,0.002366356455935873,2.7179725688313505,24.144366360638543,40.36658172779795
120.5813°E,23.8738°N,27.1,89,29.5,1.5,2.592,14.8,8.6,61,多雲有雨,48.6,4075.285704086316,0.013899165141385126,8.033514548862708,22.3802499077466,44.748090012058185
120.5813°E,23.8738°N,26.0,95,19.5,1.0,3.147,15.0,9.0,61,陰有雨,48.6,6548.988277511529,0.0034520089250769334,43.469303144881444,23.897824452479025,53.57412073452038
120.5813°E,23.8738°N,26.7,91,1.0,6.8,5.25,46.0,6.8,60,多雲有雨,48.6,3196.7052381664657,0.003950486616511462,58.15316244692175,23.682429719822064,40.97010760964014
120.5813°E,23.8738°N,27.0,87,0.0,4.4,4.219,32.0,7.0,60,多雲有靄,48.6,169.09931364167085,0.049246627376767715,12.072689960633198,25.38035892466265,56.77015809441399
120.5813°E,23.8738°N,26.7,83,0.0,6.2,4.472,48.0,6.6,60,多雲有靄,48.6,2509.80973714876,0.01435367951779164,45.412266518842785,25.83899195531747,39.3576617733086
120.5813°E,23.8738°N,26.4,77,0.0,8.5,5.347,45.0,2.6,59,晴有靄,48.6,8573.133926005297,0.01723530808861436,71.65240531414231,21.9179645211212,43.727663016481515
120.5813°E,23.8738°N,25.8,79,0.0,10.1,5.456,42.0,0.4,59,晴有靄,48.6,8738.009612654108,0.021502964055165184,50.856948398227686,23.607454278290515,49.09073998233926
120.5813°E,23.8738°N,26.2,80,0.0,7.6,4.856,24.0,1.6,58,晴有靄,48.6,9365.35673900232,0.005738895705233366,81.23942448131967,22.637712489499286,49.416328524051394
120.5813°E,23.8738°N,25.8,79,0.0,6.6,4.325,30.0,3.6,58,晴有靄,48.6,8469.859361879648,0.010769564162031167,76.0086656591989,24.30529105936967,53.14349520668778
120.5813°E,23.8738°N,24.6,78,0.0,0.0,2.344,13.8,9.0,57,陰有靄,48.6,4381.37505394129,0.016134063292076253,30.35822575031292,24.74011011556568,51.657504264239705
120.5813°E,23.8738°N,25.9,82,0.0,2.1,3.403,13.6,8.2,57,多雲有靄,48.6,2899.170792575844,0.0018435185087225482,8.13948540946784,22.574385680401164,50.72320917949523
120.5813°E,23.8738°N,26.1,85,0.0,3.9,4.297,13.2,6.6,56,多雲有靄,48.6,741.4637597004737,0.005235720490754278,91.06084294916903,22.09496013018692,36.738990397005864
120.5813°E,23.8738°N,25.6,81,0.0,5.6,4.158,29.0,6.6,55,多雲有靄,48.6,9052.217065346855,0.006170937964062278,63.69453171023349,24.184559889831014,39.267618653310755
120.5813°E,23.8738°N,26.1,85,0.0,9.5,4.686,23.0,1.8,55,晴有靄,48.6,8576.836600755298,0.005859831537070245,92.71716313060048,23.141619368223946,52.45365263765054
120.5813°E,23.8738°N,26.1,88,0.0,5.9,4.05,12.6,6.0,54,多雲有靄,48.6,6126.77795155519,0.0031938290569726254,9.630157607383527,22.480356156120497,42.178829709102374
120.5813°E,23.8738°N,26.1,88,0.0,9.1,4.525,17.2,1.6,54,晴有靄,48.6,7328.713223663605,0.0014124684625194174,38.39315085565023,22.943518677500492,40.77606738589446
120.5813°E,23.8738°N,25.7,83,0.0,7.4,4.117,18.0,3.2,54,晴有靄,48.6,3348.4865845827694,0.0035222663602813126,63.798452639663914,22.904777832317954,53.64099813848355
120.5813°E,23.8738°N,25.2,84,0.0,2.9,3.239,11.4,8.8,53,多雲有靄,48.6,7051.43209966344,0.004675188743388697,26.17843091791505,23.60595384222028,45.418185754119705
120.5813°E,23.8738°N,24.7,81,0.0,5.7,3.717,17.2,3.8,53,晴有靄,48.6,9124.672881149236,0.008376828649238893,97.14791215938986,25.42667083523305,38.85450000145826
120.5813°E,23.8738°N,24.7,80,0.0,7.8,4.586,38.0,4.6,52,多雲有靄,48.6,9380.374121620498,0.0036857165815754817,5.37985737621346,25.772127088181207,43.72188147232741
120.5813°E,23.8738°N,25.0,80,0.0,10.1,5.028,34.0,0.0,52,晴有靄,48.6,9186.014199197385,0.0003983391020645194,44.87079768331128,25.19942434442883,52.47320549352019
120.5813°E,23.8738°N,25.5,81,0.0,9.9,4.797,22.0,2.4,52,晴有靄,48.6,7147.281476894892,0.003803216573486628,21.397319002134964,24.21543885541229,36.08999846770691
120.5813°E,23.8738°N,25.0,83,0.0,9.4,4.642,25.0,0.8,51,晴有靄,48.6,8784.867159908106,0.010895843303191084,79.07697670068825,23.82310398156637,48.21818713649522
120.5813°E,23.8738°N,24.7,82,0.0,9.8,4.819,31.0,0.0,51,晴有靄,48.6,72.63319597489505,0.003616187469733161,99.56704408174295,24.07260450715454,39.2279573958145
