經度,緯度,期間平均室外溫度(°),相對溼度(%),降水量(mm),日照時數(hour),期間平均太陽輻射量(kW/m²),能見度(km),總雲量(0~10),太陽高度角(°),天氣現象,海拔(m),設備容量(kW),故障率(%),遮蔽率(%),擺放角度(°),面板溫度(°)
121.7565°E,24.7640°N,24.7,84,0.0,7.0,6.186,28.0,5.0,84,多雲有靄,7.2,819.9187001234332,0.0029757866172399196,96.30980777029286,23.87488611892568,39.37252923695934
121.7565°E,24.7640°N,25.3,91,0.0,6.9,6.528,23.0,8.0,84,多雲有靄,7.2,8456.874872736968,0.0021023534581282193,15.349463697837272,23.57839254462232,36.65197787207154
121.7565°E,24.7640°N,26.7,90,0.0,5.2,5.003,26.0,5.6,85,多雲有靄,7.2,7495.107468654312,0.0020731593875323064,3.382173104378916,23.781596740165504,50.07709412842553
121.7565°E,24.7640°N,23.9,98,20.5,0.0,0.675,6.6,10.0,85,陰有雨,7.2,7599.430887126793,0.0027050080550605577,91.2256084318619,24.930442513120052,41.378901791523916
121.7565°E,24.7640°N,23.5,98,0.5,0.0,1.522,7.4,10.0,85,陰有靄,7.2,132.9930550234305,0.017009427362525874,34.97822136010315,23.344011851421868,35.47038151834053
121.7565°E,24.7640°N,26.4,92,10.0,5.7,5.25,13.8,8.6,86,多雲有雨,7.2,5602.254001742491,0.012819532082070975,74.80513321261874,24.252984049696472,51.56954611196407
121.7565°E,24.7640°N,20.9,93,16.5,0.0,1.581,10.8,10.0,86,陰有雨,7.2,711.6640511116187,0.010935979455619133,22.65033233131446,23.982735721220326,33.62466762243902
121.7565°E,24.7640°N,22.9,89,1.5,2.0,3.583,8.4,8.8,86,多雲有雨,7.2,6942.806325927922,0.0005698285332476787,17.972812863224775,24.790765402236474,38.530376737368535
121.7565°E,24.7640°N,25.3,89,0.0,4.4,5.406,13.2,7.8,86,多雲有靄,7.2,3701.3986996152785,0.007313605810898189,80.11790684205008,26.404514520246195,51.89154954173071
121.7565°E,24.7640°N,26.7,88,0.0,6.4,6.186,13.8,6.4,86,多雲有靄,7.2,7140.795209409533,0.0009514582450230541,57.79793461657664,26.365101807002233,47.971403437381156
121.7565°E,24.7640°N,25.8,82,0.0,2.1,4.583,11.2,9.6,86,陰有靄,7.2,99.44456255608551,0.04781056590440894,18.020375760924303,23.326390660687018,49.184948212788946
121.7565°E,24.7640°N,26.1,86,0.5,8.0,6.822,15.4,6.0,87,多雲有靄,7.2,3039.2388740375495,0.010312986108604639,20.290489288829328,23.242440584623115,43.94381325825844
121.7565°E,24.7640°N,27.6,89,0.5,7.1,6.914,9.8,6.2,87,多雲有靄,7.2,6945.697727196851,0.028978728137391208,20.46000739957785,23.997344120002126,53.51219140822842
121.7565°E,24.7640°N,28.0,89,2.5,2.8,5.331,7.6,9.6,87,陰有雨,7.2,929.3674730344198,0.022860798739924523,68.17935532090345,23.947257029974924,41.322395933145806
121.7565°E,24.7640°N,27.0,89,14.5,2.5,3.85,17.0,9.2,87,陰有雨,7.2,9189.49396475756,0.0009451705940316905,96.79157592963496,23.63980591410777,51.23560812765499
121.7565°E,24.7640°N,27.7,79,2.5,2.2,3.058,17.4,7.8,87,多雲有雨,7.2,8790.875861472736,0.011535458765646905,79.28879809301641,23.626050788607017,56.81900061375845
121.7565°E,24.7640°N,27.4,91,0.5,4.8,4.711,7.2,6.4,88,多雲有靄,7.2,829.4972431962392,0.010718389990110972,25.198515520957564,25.68566933023951,56.5740136280526
121.7565°E,24.7640°N,27.3,92,11.5,1.4,3.431,10.8,9.4,88,陰有雨,7.2,9258.095124642789,0.010640703106656494,76.45027771966664,23.95324887825473,42.92715884498884
121.7565°E,24.7640°N,27.9,88,19.5,8.6,7.153,20.0,5.8,88,多雲有雨,7.2,7674.247649681613,0.01251689381423334,48.938156061703516,26.09633866109646,44.36513352969407
121.7565°E,24.7640°N,28.1,86,1.0,8.4,6.739,28.0,3.8,88,晴有雨,7.2,5959.804717990972,0.0021352329454737244,69.53137196187978,24.770251085186374,55.51282333724361
121.7565°E,24.7640°N,27.5,90,2.5,7.4,6.264,19.0,8.0,88,多雲有雨,7.2,8281.777808569668,0.003543678875453641,85.05374562408011,22.823146941238168,40.529618280516964
121.7565°E,24.7640°N,28.0,88,0.5,6.8,6.092,14.4,7.4,88,多雲有靄,7.2,1824.337082058804,0.003427178827853311,8.165793637092456,24.228674131436172,56.07947438583177
121.7565°E,24.7640°N,26.5,94,14.5,2.8,3.583,8.4,8.0,88,多雲有雨,7.2,1228.0930408270017,0.014525455659257567,94.80729516272935,22.936306512378383,54.26341979993636
121.7565°E,24.7640°N,25.7,94,20.5,1.7,3.619,12.8,9.6,88,陰有雨,7.2,5653.646577701048,0.01732929351317348,25.141208032605313,26.140416679523284,42.519121154600654
121.7565°E,24.7640°N,25.7,94,9.0,0.1,2.439,11.8,9.6,88,陰有雨,7.2,7303.841159416168,0.030439111891342432,79.13117617130084,22.94613058261842,53.69937522717626
121.7565°E,24.7640°N,24.8,95,8.5,0.0,1.806,7.6,10.0,88,陰有雨,7.2,5657.550858512352,0.00015153876480636662,49.37542115365871,23.615607881888835,47.16234175932986
121.7565°E,24.7640°N,25.8,87,0.0,3.6,4.119,23.0,9.0,88,陰有靄,7.2,16.730012851380593,0.003115364043337649,43.64032376894692,22.986568834570836,39.96396761076655
121.7565°E,24.7640°N,26.1,92,2.0,1.7,3.464,10.8,9.2,88,陰有雨,7.2,737.3376339685809,0.015774242771351962,26.154314028399416,25.951115023773273,39.20157577939068
121.7565°E,24.7640°N,24.6,94,17.0,0.0,1.228,11.0,10.0,89,陰有雨,7.2,8659.911220595097,0.007519483284225457,27.668452729256575,24.203693800700904,45.99944676398264
121.7565°E,24.7640°N,26.4,93,0.5,1.5,3.936,19.4,9.4,89,陰有靄,7.2,308.4368371058285,0.004630299098430159,62.98397030328184,26.23839509510902,51.85278879687145
121.7565°E,24.7640°N,28.1,91,0.0,1.4,3.933,18.0,9.0,89,陰有靄,7.2,9913.718439250115,0.005505955727649641,45.12756567910182,25.67370020317147,52.59764882084036
121.7565°E,24.7640°N,28.3,88,0.0,9.4,6.711,14.4,5.8,89,多雲有靄,7.2,6373.060484142083,0.004860108251365622,46.77107630620194,25.75888705576355,41.968484841991646
121.7565°E,24.7640°N,28.8,82,0.0,11.2,7.492,25.4,3.8,89,晴有靄,7.2,242.56541219452066,0.001135118359709365,91.94596229083115,23.596552121450603,46.415064958405694
121.7565°E,24.7640°N,28.7,86,1.0,6.2,5.347,21.0,6.0,89,多雲有雨,7.2,214.95533645802823,0.0006981220703124856,70.21693819198128,23.137074692661365,54.526853512976274
121.7565°E,24.7640°N,28.0,89,14.0,6.0,6.203,16.0,7.2,89,多雲有雨,7.2,3964.4490749037336,0.0016349179464983346,43.298992533864414,26.31352378034309,50.3601982462644
121.7565°E,24.7640°N,29.1,82,0.0,10.9,7.872,26.0,4.6,89,多雲有靄,7.2,6608.444004556937,0.006381549544173801,38.43382541840078,23.949382025205082,50.09085197411672
121.7565°E,24.7640°N,28.9,81,0.0,9.8,7.228,24.0,5.2,89,多雲有靄,7.2,4805.261602577542,0.024291397059930164,21.557092682961333,23.73582146189247,51.14517482830369
121.7565°E,24.7640°N,27.6,86,1.0,2.3,3.85,25.0,9.0,89,陰有雨,7.2,7887.779938461389,0.011540322562782606,43.89721204161413,26.720721111012537,50.05664402076392
121.7565°E,24.7640°N,28.5,85,0.5,8.0,5.967,28.0,6.6,88,多雲有靄,7.2,9186.997819444861,0.0015328848415466724,92.44036582990948,26.740526900090813,42.83521845732278
121.7565°E,24.7640°N,28.8,86,0.0,4.5,5.506,20.0,8.4,88,多雲有靄,7.2,1951.229234347619,0.000459042550835666,80.02291364720891,25.39415859882051,41.43985380228802
121.7565°E,24.7640°N,29.7,81,0.0,9.3,6.767,21.0,4.2,88,多雲有靄,7.2,9445.493245974872,0.005355763714906554,58.90703191084491,25.250380675487367,56.86776801182347
121.7565°E,24.7640°N,28.1,88,35.5,4.2,4.633,19.0,9.0,88,陰有雨,7.2,9501.776605355206,0.01701599897868268,34.47877569916551,24.03969238389386,55.73308470416182
121.7565°E,24.7640°N,28.4,85,0.0,9.1,6.794,26.0,4.6,88,多雲有靄,7.2,9257.913862075546,0.005218017316405462,68.20515791306043,25.82857205990799,47.74152301893537
121.7565°E,24.7640°N,29.7,82,0.0,11.8,7.461,25.0,6.6,88,多雲有靄,7.2,6719.432809115705,0.02125431413325374,2.3276089875885475,26.112371530423765,45.25425665942488
121.7565°E,24.7640°N,30.1,79,0.0,12.4,7.767,30.0,2.4,88,晴有靄,7.2,9744.304541230138,0.014963577934361495,35.694914512308564,25.042735545653493,59.95161570506548
121.7565°E,24.7640°N,29.9,82,0.0,11.5,7.631,25.0,2.4,88,晴有靄,7.2,5912.97414651714,0.0075398676193067955,61.90649512332331,26.740505926188575,51.18119101204482
121.7565°E,24.7640°N,29.7,83,0.0,10.4,7.528,11.8,4.6,88,多雲有靄,7.2,8628.31861811582,0.021187724450396173,21.908695921058396,25.10342159785875,53.4465309026172
121.7565°E,24.7640°N,29.1,87,0.0,6.3,5.106,11.6,4.6,88,多雲有靄,7.2,6473.921157880418,0.02114688794250265,83.14603556029752,22.819729071736994,41.40755205483739
121.7565°E,24.7640°N,29.3,86,0.0,8.7,6.65,12.8,4.0,88,多雲有靄,7.2,1886.588888224079,0.023196837812644932,48.56871054835214,23.286396418142676,52.227797313548024
121.7565°E,24.7640°N,29.4,84,0.0,8.8,6.614,25.0,2.6,87,晴有靄,7.2,2710.0925853089684,0.0107125995277733,58.07669136920938,22.788479799143218,43.43393700935463
121.7565°E,24.7640°N,29.4,83,0.0,10.8,7.006,30.0,3.2,87,晴有靄,7.2,3007.18842317353,0.015618178808542238,97.97054384180903,25.034022216128044,45.285679905944356
121.7565°E,24.7640°N,29.1,84,0.0,9.1,7.022,25.0,4.4,87,多雲有靄,7.2,8582.861349006726,0.01218398966989668,24.141237526686112,23.642802308576265,46.01198897475322
121.7565°E,24.7640°N,29.6,81,0.0,10.6,7.053,25.0,5.8,87,多雲有靄,7.2,5748.421197598564,0.0014339479175615938,67.53739235805821,26.759457856315745,47.118350154270985
121.7565°E,24.7640°N,30.3,80,0.0,11.8,7.547,24.0,5.8,87,多雲有靄,7.2,1004.8690996610117,0.01760530411930043,44.44502754897221,24.620882328925575,45.14268613937903
121.7565°E,24.7640°N,29.6,84,0.0,10.0,7.7,27.0,2.8,87,晴有靄,7.2,9992.763086351095,0.02139166062753279,25.49108044212455,23.639933286458742,53.65323646960973
121.7565°E,24.7640°N,29.5,84,0.0,6.7,5.578,25.0,7.8,86,多雲有靄,7.2,610.4204754650368,0.006358205558710538,79.9079268280742,22.83317764350541,43.74777460748039
121.7565°E,24.7640°N,29.2,81,0.0,6.1,5.572,24.0,8.2,86,多雲有靄,7.2,3419.723605214503,0.00045322140532219867,5.666669193835949,24.78513920421183,48.48975754336786
121.7565°E,24.7640°N,29.5,78,0.0,9.5,6.878,31.0,3.8,86,晴有靄,7.2,3056.124196667459,0.010494168326564737,12.228350848374546,26.48952506224995,46.64919769214539
121.7565°E,24.7640°N,29.9,76,0.0,10.4,7.464,28.0,5.2,86,多雲有靄,7.2,2268.306518412444,0.00250893496327304,19.834599054937605,23.677743158392722,52.00842911559523
121.7565°E,24.7640°N,29.8,80,0.0,10.1,7.361,29.0,4.4,86,多雲有靄,7.2,7932.852347614396,0.007063162849214553,48.40121198602888,24.353329128294384,54.89015781188252
121.7565°E,24.7640°N,29.6,81,0.0,9.0,6.814,26.0,4.8,85,多雲有靄,7.2,8149.629353128474,0.005256913991980891,32.79322914154263,25.19342772895171,55.53905365077651
121.7565°E,24.7640°N,29.0,85,4.0,10.3,7.169,25.0,6.6,85,多雲有雨,7.2,8126.848920663067,0.003486646320847419,35.727561276715356,25.82833389598519,52.552984654442014
121.7565°E,24.7640°N,28.0,95,67.5,0.4,2.464,6.0,9.8,85,陰有雨,7.2,9101.38500426886,0.0189389219151845,83.18204674950293,24.027827941961256,54.483003476110724
121.7565°E,24.7640°N,27.6,89,23.0,0.0,2.561,7.6,10.0,85,陰有雨,7.2,8163.282963496374,0.0054708135856220514,99.69984166059362,24.925111675519005,46.88844335469713
121.7565°E,24.7640°N,28.1,79,6.0,0.0,1.336,17.0,10.0,84,陰有雨,7.2,7355.205078342001,0.013614071915414066,91.78778816788167,25.067269744978212,42.94424643737475
121.7565°E,24.7640°N,28.3,87,0.0,3.6,4.944,20.0,9.0,84,陰有靄,7.2,57.03529490208774,0.011475896665958637,60.25018362665696,25.784261645719273,56.197311111524535
121.7565°E,24.7640°N,28.6,89,0.0,6.5,5.494,19.0,9.0,84,陰有靄,7.2,3154.9790237855927,0.00017100604700116289,28.95397261148198,26.621917944816346,57.58865381236909
121.7565°E,24.7640°N,29.1,79,1.5,4.7,4.769,23.0,6.8,83,多雲有雨,7.2,1059.219308818581,0.0025054720464750655,14.780434476077541,26.23916202057671,58.95759921042413
121.7565°E,24.7640°N,29.5,81,6.0,4.2,4.997,16.0,9.4,83,陰有雨,7.2,3664.4914402681784,0.002238141459645139,17.736872292990423,26.497289958452463,42.889651413026236
121.7565°E,24.7640°N,31.4,61,1.0,0.0,1.633,17.2,10.0,83,陰有雨,7.2,1357.6995688596219,0.009058304737315276,7.313276831160264,23.200854949483976,45.60168785250891
121.7565°E,24.7640°N,30.2,72,0.0,1.9,3.731,26.0,9.2,82,陰天,7.2,4256.93942184293,0.006372775263879727,48.31436801212239,24.634307609882125,40.65533906175992
121.7565°E,24.7640°N,29.7,81,0.0,8.9,6.422,25.0,6.4,82,多雲有靄,7.2,2791.848866523042,0.0006156143550761137,37.26885399774184,26.03718062204262,55.21575073098032
121.7565°E,24.7640°N,29.8,82,0.0,10.3,7.047,20.0,3.4,82,晴有靄,7.2,5480.276242437393,0.015564918028975245,90.88152539422492,24.342770842049703,55.28613666482941
121.7565°E,24.7640°N,29.4,89,0.0,0.8,3.25,8.0,8.8,81,多雲有靄,7.2,1840.9170871545641,0.0031283508084650057,68.57872403453578,25.746924906555968,55.18930639958654
121.7565°E,24.7640°N,29.7,88,0.0,4.9,5.372,11.8,8.0,81,多雲有靄,7.2,9991.1543997404,0.007316269394500469,65.96410825747972,23.87016292583277,53.35817948784866
121.7565°E,24.7640°N,29.4,86,0.0,5.1,5.669,12.6,9.0,81,陰有靄,7.2,9218.157128431954,0.009509269943439614,27.662491171353174,26.38940278592799,53.930958025625635
121.7565°E,24.7640°N,27.4,91,61.0,4.8,4.314,9.0,7.2,81,多雲有雨,7.2,9544.874879875859,0.013236290044387358,12.71912822212512,26.476751077428503,39.825742523003335
121.7565°E,24.7640°N,27.7,88,1.0,6.6,5.35,27.0,5.6,80,多雲有雨,7.2,3192.4809971095524,0.0032520804845326185,19.032793259580817,23.746985086607122,39.86919818029257
121.7565°E,24.7640°N,29.0,86,0.0,6.9,5.819,25.0,4.4,80,多雲有靄,7.2,9003.5406616555,0.0015642821230568563,76.25113165476695,24.929766045499875,41.10551355241205
121.7565°E,24.7640°N,29.9,80,0.0,8.6,6.758,25.0,5.8,79,多雲有靄,7.2,2004.9076479319353,0.0029219239902132203,49.706137698717136,23.94331787548128,51.98151905510412
121.7565°E,24.7640°N,28.8,87,1.0,1.1,3.344,15.2,9.0,79,陰有雨,7.2,7367.501320216045,0.002706496958148657,3.0302444078074697,24.43753389834502,44.31239835746086
121.7565°E,24.7640°N,28.2,91,2.0,4.6,4.233,18.0,7.0,79,多雲有雨,7.2,2426.4373876077047,0.002925118170730341,5.904243112973417,24.858153991134795,57.1842768807317
121.7565°E,24.7640°N,26.4,95,41.0,1.8,3.417,14.8,9.4,78,陰有雨,7.2,4429.092064943999,0.0013820101764723798,20.341753981323407,23.826762475526458,43.410613407502225
121.7565°E,24.7640°N,28.2,86,0.0,7.7,5.894,22.0,4.6,77,多雲有靄,7.2,821.365448642842,0.008969587922791249,78.98015838646215,25.701527749603137,39.44482598927249
121.7565°E,24.7640°N,28.1,91,8.0,7.3,5.544,26.0,6.4,77,多雲有雨,7.2,5465.373544632953,0.00039075611240601746,30.424274271873053,25.51862706199677,56.474035923962234
121.7565°E,24.7640°N,28.0,91,0.0,7.0,5.122,18.0,9.4,76,陰有靄,7.2,3383.5531060066523,0.0034388174639079115,1.0803746514121637,25.276365988663645,45.87134843384305
121.7565°E,24.7640°N,28.8,88,0.0,10.8,6.614,25.0,5.2,76,多雲有靄,7.2,9944.621749807238,0.00041188090358895306,68.72629412303934,24.70631802597144,45.69286151542849
121.7565°E,24.7640°N,28.8,90,0.0,8.2,5.986,27.0,7.8,76,多雲有靄,7.2,4732.1775920950795,0.0007795776744845165,51.80967902071565,25.75835720765432,43.787111318600054
121.7565°E,24.7640°N,28.7,86,0.0,10.5,6.886,27.0,3.8,75,晴有靄,7.2,4754.776404609798,0.016274737403823087,50.922334127733116,24.456773806858035,52.90852743421266
121.7565°E,24.7640°N,29.0,83,0.0,10.4,7.083,24.0,3.0,75,晴有靄,7.2,1552.3772873708708,0.021608586708697194,41.65079579681915,26.138438797910418,40.658009983531116
121.7565°E,24.7640°N,28.3,93,16.0,5.1,5.028,14.0,8.8,74,多雲有雨,7.2,8073.7908796604925,0.01095710505176286,36.59156598396838,23.326890959468084,55.464681772110694
121.7565°E,24.7640°N,27.8,96,17.5,3.1,3.844,8.8,7.8,74,多雲有雨,7.2,7383.236740215699,0.0017347707870244114,46.06862342332975,24.605648253950537,42.491847062307315
121.7565°E,24.7640°N,28.2,93,9.0,5.7,5.742,21.0,9.0,74,陰有雨,7.2,6328.5498772109995,0.009430303895086627,55.888460786043396,25.135761861882095,56.39328576138216
121.7565°E,24.7640°N,27.6,95,65.5,2.7,3.081,7.0,8.8,73,多雲有雨,7.2,8500.86420201491,0.004346323751997816,55.57897475681145,24.29125553869737,52.82048354816365
121.7565°E,24.7640°N,27.0,97,36.5,0.0,0.853,5.6,10.0,73,陰有雨,7.2,4287.471063424222,0.007112514596409144,90.46903961895973,23.964884369983928,52.07587649376156
121.7565°E,24.7640°N,27.8,97,34.5,0.0,1.714,7.6,10.0,73,陰有雨,7.2,751.1433651738754,0.003201058835515342,96.86765314123984,26.253399794923418,53.51982882886268
121.7565°E,24.7640°N,28.3,95,0.0,6.1,5.136,21.0,8.2,72,多雲有靄,7.2,7667.149877389285,0.0007165401492785212,73.58435784502224,24.87518761455183,49.96060678907655
121.7565°E,24.7640°N,26.9,95,34.5,5.0,4.014,11.8,8.2,72,多雲有雨,7.2,4129.387890555335,0.016132052985020125,57.45492274932948,23.30309064118902,41.870885284255294
121.7565°E,24.7640°N,24.7,97,10.0,0.0,1.283,14.0,10.0,71,陰有雨,7.2,3699.38178264144,0.003657380621897093,47.39253558033225,24.0254613973159,54.0498139050906
121.7565°E,24.7640°N,24.5,95,5.5,0.1,1.756,8.6,10.0,71,陰有雨,7.2,8897.05401526628,0.0176369214043418,48.84902318051066,26.246327529035373,52.63670354432347
121.7565°E,24.7640°N,25.6,83,0.0,8.7,6.239,28.0,6.2,71,多雲有靄,7.2,4297.415242749912,0.002284225134995476,18.102779769809775,26.586314640490514,37.05527947078716
121.7565°E,24.7640°N,25.7,81,0.0,11.5,6.856,19.0,2.4,70,晴有靄,7.2,9493.529942409665,0.002514737846813826,6.824287646914318,24.404450201902527,50.398976053120975
121.7565°E,24.7640°N,26.3,82,0.0,11.2,7.056,25.0,3.6,70,晴有靄,7.2,3501.750173941935,0.01245639490033971,51.417459659677576,26.44216050576265,38.679332974344284
121.7565°E,24.7640°N,27.0,84,0.0,10.6,6.875,28.0,2.4,70,晴有靄,7.2,6821.360630270507,0.010214394655876173,9.133202336323798,25.47716811368762,40.97103134325922
121.7565°E,24.7640°N,27.4,87,0.0,7.9,5.853,18.0,4.6,69,多雲有靄,7.2,4151.232762773676,0.024267924660780284,38.688026420729294,25.2055195130922,42.9769149281437
121.7565°E,24.7640°N,27.5,84,0.0,11.1,6.736,12.0,1.0,69,晴有靄,7.2,6608.6640989889775,0.0014161968720793688,63.16870898960361,24.106681982585947,39.15807032203207
121.7565°E,24.7640°N,28.3,83,0.0,8.7,6.439,25.0,5.4,68,多雲有靄,7.2,5107.32021079836,0.00042782542083170293,39.693255695772415,26.730006430176623,54.46274697992809
121.7565°E,24.7640°N,28.1,86,0.0,8.7,6.078,22.0,6.0,68,多雲有靄,7.2,4073.9678415822004,0.0067201662984756,53.18048231327632,25.653198024569054,56.41330656891911
121.7565°E,24.7640°N,27.8,89,0.0,7.4,5.467,16.0,2.8,67,晴有靄,7.2,1717.3607860215482,0.004501011707745488,50.80893029727272,23.075372569300878,44.07368335035929
121.7565°E,24.7640°N,27.9,89,0.0,10.2,6.442,25.0,2.0,67,晴有靄,7.2,5242.809353727911,0.006885411529664252,6.153601516994767,25.876667227816657,40.46230825844602
121.7565°E,24.7640°N,28.0,85,0.0,9.1,6.283,10.0,1.8,66,晴有靄,7.2,2643.950173525333,0.015767388066001767,97.05461371058273,25.568128446754795,38.269014408779434
121.7565°E,24.7640°N,28.2,88,0.0,7.9,5.794,27.0,3.6,66,晴有靄,7.2,1550.1084178482981,0.020150170550723386,92.5446300536039,26.440770794255236,54.99801116712063
121.7565°E,24.7640°N,28.2,91,4.0,9.0,6.192,10.0,3.6,66,晴有雨,7.2,2463.3592557874053,0.008021556650357156,57.29460823072748,26.062214220426135,44.82854546464927
121.7565°E,24.7640°N,28.1,93,8.0,7.8,6.056,25.0,6.2,65,多雲有雨,7.2,1506.0182305774229,0.014372095905395973,48.748181406293156,23.071842075154283,39.92230100920557
121.7565°E,24.7640°N,28.1,88,1.0,9.5,6.458,26.0,3.6,65,晴有雨,7.2,1408.752757736935,0.018925546482355067,27.03517269798902,23.114504490272395,41.819095767425765
121.7565°E,24.7640°N,28.2,89,0.0,11.0,6.611,28.0,1.4,65,晴有靄,7.2,7147.352206206796,0.013248931639406346,18.855272932044876,25.212049435115194,56.05022971474017
121.7565°E,24.7640°N,28.5,85,3.0,10.9,6.611,15.0,1.8,64,晴有雨,7.2,7222.424967193987,0.024034845874151504,24.6761227421472,24.932954393289773,50.939110373646734
121.7565°E,24.7640°N,27.4,92,7.0,5.3,4.597,16.0,8.6,64,多雲有雨,7.2,8350.623363063327,0.02458315104784313,55.16194833549446,23.642906768421668,43.177579096030854
121.7565°E,24.7640°N,28.3,89,0.0,9.5,6.192,24.0,3.8,63,晴有靄,7.2,8699.830570128763,0.002295130417453566,50.17558167478635,22.96103548643999,40.002513198824865
121.7565°E,24.7640°N,27.2,93,4.5,2.9,3.711,13.8,8.4,63,多雲有雨,7.2,8282.972546896277,0.015774100271173867,45.12479403575986,23.171116838862023,45.8561147110841
121.7565°E,24.7640°N,28.1,89,0.0,9.9,6.4,17.0,2.0,63,晴有靄,7.2,4443.898047269919,0.0038362489702565053,84.60184097136751,24.94576813948138,41.947271203599215
121.7565°E,24.7640°N,28.4,83,0.0,9.1,6.344,25.0,5.4,62,多雲有靄,7.2,4977.404352188963,0.009734372872700528,58.852362210368305,24.907353297551236,44.89185795485639
121.7565°E,24.7640°N,25.1,85,8.0,0.0,0.986,12.8,10.0,61,陰有雨,7.2,5348.629788882575,0.011180104733554241,7.520608343055435,24.254943852010072,47.55654059407028
121.7565°E,24.7640°N,26.1,97,27.0,0.0,0.858,7.0,10.0,61,陰有雨,7.2,9155.153070396069,0.012198631769937537,83.61239001575468,22.774367071476558,50.620309488845564
121.7565°E,24.7640°N,27.7,91,15.5,2.3,3.375,7.2,9.8,61,陰有雨,7.2,7590.970051463785,0.0024885478466404594,4.602458769723594,25.57576748248074,57.093348585384405
121.7565°E,24.7640°N,26.7,94,16.5,2.7,3.375,15.4,8.2,60,多雲有雨,7.2,8577.986911606558,0.004371281934044564,47.774946676291194,25.96810576335418,45.564475957764756
121.7565°E,24.7640°N,25.6,95,45.0,0.7,2.681,8.2,10.0,59,陰有雨,7.2,6375.706982113666,0.016245250644515544,60.23038251047688,26.511908230167887,48.80646958096558
121.7565°E,24.7640°N,25.4,95,92.0,2.4,3.439,20.0,8.8,59,多雲有雨,7.2,267.4305850346371,0.012118352930956307,18.604262192722476,25.17336175580774,42.54245893408954
121.7565°E,24.7640°N,24.1,95,21.0,0.0,1.797,9.6,10.0,59,陰有雨,7.2,8482.229329081547,0.00036421741135924816,25.215612401135544,24.74361483394438,36.54776545052991
121.7565°E,24.7640°N,23.0,91,3.5,0.0,1.567,19.4,10.0,58,陰有雨,7.2,4291.622015062625,0.0014764947731257107,89.3952571695413,25.807656961776484,39.43212644358159
121.7565°E,24.7640°N,24.1,83,0.0,0.7,1.956,16.0,9.8,58,陰有靄,7.2,7422.946753440213,0.027502316717784293,43.678570286197214,24.980258293018736,41.423729084244016
121.7565°E,24.7640°N,23.0,80,0.0,0.8,2.253,14.4,9.0,57,陰有靄,7.2,1764.39931804454,0.006499633330728886,75.31781056405589,23.73180151477416,40.77717313817662
121.7565°E,24.7640°N,22.8,83,0.5,0.0,1.394,10.0,10.0,56,陰有靄,7.2,8298.02111524415,0.015994463375422555,28.06340950238416,26.362324906335164,38.950224345015634
121.7565°E,24.7640°N,24.7,88,0.0,4.6,4.047,11.6,5.6,56,多雲有靄,7.2,3693.3248644833084,0.0291331813836051,7.049305371986103,26.70210307063646,39.67231461413165
