經度,緯度,期間平均室外溫度(°),相對溼度(%),降水量(mm),日照時數(hour),期間平均太陽輻射量(kW/m²),能見度(km),總雲量(0~10),太陽高度角(°),天氣現象,海拔(m),設備容量(kW),故障率(%),遮蔽率(%),擺放角度(°),面板溫度(°)
121.5149°E,25.0377°N,25.2,90,0.5,1.7,3.431,8.2,9.4,86,陰有靄,5.3,446.4742335690725,0.0010851903144779914,71.29889803826767,25.276567928216572,35.45111960318232
121.5149°E,25.0377°N,28.1,76,0.0,10.4,7.294,27.0,4.6,86,多雲有靄,5.3,720.6708226151783,0.03839470931329778,74.3825854075093,23.819417924437275,49.72717854546516
121.5149°E,25.0377°N,28.0,65,0.0,12.6,8.019,33.0,2.8,86,晴天,5.3,9700.229870894034,0.01809141338947504,49.376971426873,25.51752287352552,54.57961799100357
121.5149°E,25.0377°N,28.9,69,0.0,11.1,7.783,36.0,2.6,86,晴天,5.3,1568.7571550661967,0.00019047844261919995,56.88514370864814,24.307149637288646,58.67232308824897
121.5149°E,25.0377°N,29.3,75,0.0,11.6,7.525,32.0,3.6,87,晴有靄,5.3,5797.872447238723,0.00521872665906605,74.53344309065021,25.71463157381274,44.59839115325619
121.5149°E,25.0377°N,28.3,85,2.5,4.3,5.339,17.0,7.6,87,多雲有雨,5.3,664.2820094499873,0.005287495703736115,6.653648135411494,24.078960394314166,54.395091274866914
121.5149°E,25.0377°N,27.1,90,22.5,1.8,3.825,11.6,9.4,87,陰有雨,5.3,1935.149391950654,0.009692035562821335,92.48079703993507,24.090887081948445,38.41922181368048
121.5149°E,25.0377°N,27.0,87,31.0,0.9,2.869,12.6,9.0,87,陰有雨,5.3,7350.924566923406,0.014020886353829485,55.66531881951564,26.7001253990651,49.83132417892675
121.5149°E,25.0377°N,29.3,77,0.0,7.6,6.136,28.0,7.0,87,多雲有靄,5.3,3900.6871336983213,0.0066084622005316025,54.95479215085626,26.742425706825816,57.67466871267212
121.5149°E,25.0377°N,29.1,78,0.0,6.6,5.103,23.0,7.2,87,多雲有靄,5.3,3949.361253622625,0.03283550742323643,50.56621656768967,23.123799221096792,58.05940422435362
121.5149°E,25.0377°N,27.8,86,127.0,1.3,2.856,17.8,8.8,87,多雲有雨,5.3,8271.327596236153,0.0001552030394251951,33.206357436683696,23.56168737924367,53.989813842531646
121.5149°E,25.0377°N,28.6,81,10.0,5.1,5.039,17.2,7.6,87,多雲有雨,5.3,3448.021790180251,0.0252242326559502,90.53923187086492,24.87722106326723,49.526936320407465
121.5149°E,25.0377°N,29.8,71,0.0,7.1,5.717,28.0,5.6,88,多雲,5.3,7986.237307929242,0.0033268786326400303,59.911030764587835,23.099833102203345,51.66962816393274
121.5149°E,25.0377°N,29.5,76,0.0,5.3,4.858,31.2,7.6,88,多雲有靄,5.3,4337.329813545593,0.015359738452861992,18.401020162746505,26.189416935302017,51.74062354089868
121.5149°E,25.0377°N,30.3,74,0.0,2.9,4.256,29.4,7.8,88,多雲,5.3,540.0388114654559,0.005673638224313147,91.86017779775258,23.03930809956543,59.8351829806212
121.5149°E,25.0377°N,28.3,85,24.0,2.9,3.878,28.0,9.0,88,陰有雨,5.3,3766.426567142999,0.031861212191384006,62.80761983073504,24.180005126782778,50.036666813121656
121.5149°E,25.0377°N,26.9,87,2.5,0.7,2.583,23.6,9.0,88,陰有雨,5.3,7500.467615262896,0.018729176722811477,69.80572484473029,26.4956177202184,43.35361993673493
121.5149°E,25.0377°N,26.3,92,6.5,0.1,2.408,21.2,10.0,88,陰有雨,5.3,6708.217119085085,0.00692033611993036,31.73839459582769,25.525377471681207,44.90494541642529
121.5149°E,25.0377°N,26.6,82,0.0,0.0,2.306,27.0,9.8,88,陰有靄,5.3,9738.046977194595,0.013592691259013388,42.67010093480328,24.411084959097693,52.55277607917133
121.5149°E,25.0377°N,27.8,73,0.0,8.1,6.717,42.0,8.8,88,多雲,5.3,8800.102887345754,0.026245433349653072,85.48979426974024,25.148558585234987,53.84322168009196
121.5149°E,25.0377°N,27.6,80,3.5,1.3,3.075,30.0,9.2,88,陰有雨,5.3,5725.312683398872,0.012125677211388164,77.0883910501888,25.313131962818865,46.91419757183962
121.5149°E,25.0377°N,25.2,90,10.5,0.5,2.7,30.6,10.0,88,陰有雨,5.3,3427.5463906248647,0.0007683843287558808,18.161285133076376,26.28513479088216,52.69923289911796
121.5149°E,25.0377°N,26.4,93,50.0,1.1,3.042,29.8,9.2,88,陰有雨,5.3,6884.444110607047,0.008643795658134909,46.68800227633063,24.41838820462086,40.90079915628169
121.5149°E,25.0377°N,27.3,91,1.5,0.2,2.436,21.0,10.0,88,陰有雨,5.3,5925.526175789202,0.003975160480944268,49.958417067888604,25.952042671898386,41.463888768175835
121.5149°E,25.0377°N,29.9,77,0.0,4.8,5.308,26.0,8.0,88,多雲有靄,5.3,2481.08755021393,0.019568971717287564,61.66850671552362,23.972364556957,41.939345188515944
121.5149°E,25.0377°N,30.2,72,0.0,1.5,4.328,32.0,9.0,88,陰天,5.3,5159.05431266833,0.006295637982086233,65.41373469707443,23.61588216049864,55.23055634270487
121.5149°E,25.0377°N,31.6,68,0.0,10.8,7.278,52.0,5.6,88,多雲,5.3,2221.269348859427,0.008196434092457992,2.233042799180618,24.335149838904748,59.05844752800222
121.5149°E,25.0377°N,31.5,69,0.0,9.4,6.133,47.2,6.4,88,多雲,5.3,8447.251366413095,0.007557962716799406,65.1304332340991,25.85176795261061,53.704816252932595
121.5149°E,25.0377°N,30.5,74,0.0,4.5,4.069,40.0,7.2,88,多雲,5.3,7996.3530020985445,0.0003472046864571467,73.17286007395269,24.076493573193414,45.64138597644293
121.5149°E,25.0377°N,28.1,88,125.0,4.8,4.564,20.6,8.4,88,多雲有雨,5.3,6323.400870983848,0.0043854208267700145,99.04717836238407,24.238693358135603,40.96011656516199
121.5149°E,25.0377°N,28.4,81,1.5,7.9,6.269,36.4,5.6,88,多雲有雨,5.3,9013.183055056388,0.006840554322625006,63.66044000018972,27.013352098441917,49.32141608285903
121.5149°E,25.0377°N,29.8,74,0.0,9.2,6.847,30.0,5.8,88,多雲,5.3,5264.732913121307,0.0015006692148379483,74.5637192707496,23.159298759715156,47.13086194487489
121.5149°E,25.0377°N,30.3,75,0.0,5.3,5.55,40.4,6.8,88,多雲有靄,5.3,8623.600182127602,0.011883771020432145,18.863680095531087,24.805317122993696,51.931548146885824
121.5149°E,25.0377°N,30.4,69,0.0,7.7,5.828,54.8,5.8,88,多雲,5.3,9897.52732492939,0.002509331532810772,45.69753274356928,23.265417753644382,50.57032481220479
121.5149°E,25.0377°N,30.5,66,0.0,4.4,4.519,40.0,8.8,88,多雲,5.3,2120.389686272116,0.017460391800443127,2.760601195450363,25.411429797858485,57.37680857862378
121.5149°E,25.0377°N,28.4,81,89.0,6.1,4.367,46.0,7.0,88,多雲有雨,5.3,3810.78022449808,0.010393680028438757,80.39608914986468,23.166992266494297,52.5877450246259
121.5149°E,25.0377°N,28.6,85,8.0,3.1,3.764,29.8,7.6,88,多雲有雨,5.3,4650.549814153497,0.02679058852465223,26.70720196843658,23.363595859509047,47.172376573275734
121.5149°E,25.0377°N,28.6,82,2.5,6.5,4.533,29.4,7.2,88,多雲有雨,5.3,1091.0786214266639,0.00947947383498829,34.24541198435198,26.421105932110713,47.17537549998885
121.5149°E,25.0377°N,30.0,75,0.0,5.6,4.906,31.0,7.2,88,多雲有靄,5.3,8240.274694252776,0.008997408601189368,7.838689985494796,23.11103057165203,41.33449995278713
121.5149°E,25.0377°N,31.3,66,0.0,11.1,7.2,66.0,6.2,88,多雲,5.3,4586.37955327061,0.0010559883451699314,45.008674700076114,24.949990026871326,50.78007853124388
121.5149°E,25.0377°N,32.4,60,0.0,12.2,7.644,62.0,6.8,88,多雲,5.3,8031.830257799582,0.005525675538930025,3.7061047954035864,26.133197370881675,44.912827622754776
121.5149°E,25.0377°N,32.5,63,0.0,11.5,7.506,52.0,5.4,88,多雲,5.3,6185.517155553943,0.0001067578496108031,90.54020337027781,26.221567767769077,60.80548639829575
121.5149°E,25.0377°N,32.9,59,0.0,12.8,7.889,37.0,3.4,88,晴天,5.3,1456.436753352812,0.001735231210076782,62.249590229992116,26.660937984033207,62.69910356718147
121.5149°E,25.0377°N,32.9,59,0.0,12.2,7.856,46.0,0.4,87,晴天,5.3,7111.513465199393,0.013420896391210637,17.343017078712286,23.515528201334917,59.15221176065657
121.5149°E,25.0377°N,31.9,69,0.0,10.0,6.883,35.0,2.4,87,晴天,5.3,1468.7769417990144,0.002863366037768475,31.058725179421,26.967369797171774,47.232774043032705
121.5149°E,25.0377°N,31.8,68,0.0,10.4,6.908,28.0,4.6,87,多雲,5.3,5336.999796367143,0.003903857331158871,51.22926922783614,26.793245909478856,42.41898012542302
121.5149°E,25.0377°N,29.7,77,5.0,4.8,4.333,33.4,6.4,87,多雲有雨,5.3,7169.06975765326,0.02046880433058017,52.205124725251075,24.341659247080102,56.88978641731171
121.5149°E,25.0377°N,29.7,76,11.5,7.3,5.106,44.0,5.2,87,多雲有雨,5.3,5585.606992674256,0.009556247576234137,0.9348577966515781,25.344723739948364,45.92888428264925
121.5149°E,25.0377°N,30.8,68,0.0,6.1,5.114,49.0,6.8,87,多雲,5.3,5173.158717412797,0.026529066226034882,24.73960366023854,24.52287504511622,59.43722233273081
121.5149°E,25.0377°N,31.5,66,0.0,6.7,5.014,42.0,6.6,87,多雲,5.3,9368.746944709628,0.018716381660418006,17.47658763563116,25.466076647889842,49.77172830002323
121.5149°E,25.0377°N,31.8,65,0.0,11.9,7.486,34.0,4.2,87,多雲,5.3,8163.698766760313,0.0021075740418511823,24.035562484913886,25.33457635536344,48.77975194441578
121.5149°E,25.0377°N,31.8,64,0.0,10.4,7.683,30.0,3.0,86,晴天,5.3,570.5870304288443,0.002635797045340507,17.47201501089225,25.320563406185027,61.735068504164204
121.5149°E,25.0377°N,31.2,70,0.0,4.6,4.583,41.0,7.0,86,多雲,5.3,8168.534252807427,0.0073928082187505045,90.15625846693213,25.42013173441058,41.84852650628914
121.5149°E,25.0377°N,29.3,81,6.5,3.6,4.114,31.0,9.2,86,陰有雨,5.3,936.67738107899,0.0008563591076896597,16.798329319961493,26.92885036773062,54.64949737726026
121.5149°E,25.0377°N,29.4,79,6.5,6.0,4.319,46.0,7.6,86,多雲有雨,5.3,8242.554158405354,0.010925839366979238,47.68823335211933,23.090245427692288,46.460121710836496
121.5149°E,25.0377°N,29.1,83,17.5,6.6,4.989,34.0,6.8,86,多雲有雨,5.3,4921.225943134091,0.016813938517445226,1.088873380347899,26.070813041907986,45.49905676155357
121.5149°E,25.0377°N,30.1,76,0.5,6.1,5.936,45.0,7.8,85,多雲有靄,5.3,9843.850118484914,0.0030229524513395558,52.38961356661317,26.05726582824213,49.37715567800591
121.5149°E,25.0377°N,28.8,87,14.0,3.6,4.267,36.2,8.8,85,多雲有雨,5.3,1249.1006085736512,0.003099482833567864,13.033578095435427,23.129360525289528,49.18164644423979
121.5149°E,25.0377°N,29.4,79,2.0,7.7,5.633,40.0,7.2,85,多雲有雨,5.3,8100.077117913501,0.0001278476244627717,68.68082266569918,24.83468701434655,57.69577373483868
121.5149°E,25.0377°N,30.7,68,0.0,8.7,5.964,54.0,7.4,85,多雲,5.3,6443.966486485172,4.7540448032919855e-05,64.9154197112478,25.732493695594528,52.269991595784006
121.5149°E,25.0377°N,28.5,85,19.5,0.6,2.564,15.8,9.6,84,陰有雨,5.3,2741.9236318933545,0.008305244813359492,35.24296302164088,26.46101346901571,42.40074972017415
121.5149°E,25.0377°N,29.4,74,4.0,0.0,2.119,22.0,10.0,84,陰有雨,5.3,7473.460782508901,0.0035903853043929342,35.35348626679904,23.892472950518325,54.74569016843533
121.5149°E,25.0377°N,29.9,71,0.0,2.1,4.697,27.4,9.6,84,陰天,5.3,3087.1108343588803,0.011471509558729403,22.139670090820108,23.894148547282594,43.878958468541335
121.5149°E,25.0377°N,29.0,81,21.5,4.9,4.547,34.6,8.6,84,多雲有雨,5.3,1426.0408593206807,0.004307476799818463,23.170231048579204,23.86820264721526,57.34667126163261
121.5149°E,25.0377°N,27.4,92,46.0,2.2,3.244,15.4,9.0,83,陰有雨,5.3,7113.433866846731,0.007640648411181738,83.48540476317984,24.77892383051808,55.8691243023755
121.5149°E,25.0377°N,28.5,88,24.0,1.9,3.442,12.0,8.6,83,多雲有雨,5.3,7060.811991554996,0.006828300526991492,40.420190577514724,23.624705923057178,53.08637838722247
121.5149°E,25.0377°N,28.7,81,35.0,0.0,1.381,17.6,9.8,83,陰有雨,5.3,1888.2619237049823,0.010866975605036062,21.073239208332073,25.44151699243056,53.67856750491673
121.5149°E,25.0377°N,31.3,71,0.0,0.3,2.867,24.0,9.6,82,陰天,5.3,6382.548887492714,0.008244480794034146,42.556139026154696,26.166427267325624,42.42282079323831
121.5149°E,25.0377°N,30.7,69,0.0,3.0,4.339,52.0,9.2,82,陰天,5.3,8352.88075329717,0.002371317014028241,30.008104592535645,23.3581145752242,58.79262005872486
121.5149°E,25.0377°N,32.3,68,0.0,8.5,6.439,37.0,3.6,82,晴天,5.3,3702.171621359829,0.008516919626959175,7.618880903232117,25.06938679978115,47.53099103665974
121.5149°E,25.0377°N,32.3,65,0.0,8.2,6.622,43.0,4.8,81,多雲,5.3,3571.2590272190364,0.0011598015330413218,10.65838767888011,26.980535294852753,45.84322328876834
121.5149°E,25.0377°N,31.3,70,0.0,1.0,2.95,42.0,9.4,81,陰天,5.3,5724.478719234058,0.0004940941267274579,74.00775431590716,23.637425939669026,52.32174348373944
121.5149°E,25.0377°N,32.0,66,0.0,7.0,5.889,48.0,6.0,81,多雲,5.3,2166.955466079465,0.0134676811106702,17.6549034277083,26.485566230668294,42.395501990326885
121.5149°E,25.0377°N,29.2,82,114.5,3.1,4.281,22.4,8.8,81,多雲有雨,5.3,8602.50973723373,0.007146995120611473,98.73261748084265,24.150040194451933,39.27587344818685
121.5149°E,25.0377°N,27.5,89,23.0,2.9,3.319,34.0,8.8,80,多雲有雨,5.3,9339.092180540563,0.020462811770902586,51.66887829215384,25.865524980995044,53.110591137534854
121.5149°E,25.0377°N,28.8,82,5.5,6.3,5.561,32.0,6.0,80,多雲有雨,5.3,3749.384559425057,0.013800376048446769,69.7308019264341,23.05015143130077,54.29793293449195
121.5149°E,25.0377°N,29.9,75,0.0,6.3,5.039,32.0,5.8,80,多雲有靄,5.3,8964.269607966013,0.0024076638034030485,22.02839877937276,24.246086925160395,57.56057017127668
121.5149°E,25.0377°N,31.2,66,0.0,10.6,6.753,52.0,4.0,79,多雲,5.3,5432.121135950707,0.0035622290129904495,32.41385298974466,24.867140726763996,50.08234214033229
121.5149°E,25.0377°N,32.1,62,0.0,9.8,6.347,55.0,4.8,79,多雲,5.3,8281.525471954388,0.006031855694724027,67.49716048091052,23.923628222934116,51.44491647853108
121.5149°E,25.0377°N,28.4,84,53.0,0.3,1.417,21.6,9.4,79,陰有雨,5.3,3148.3421075528404,0.01003482188064275,45.69657005615504,25.662617326868528,41.03681950055004
121.5149°E,25.0377°N,27.9,84,6.0,3.3,3.478,25.0,8.0,78,多雲有雨,5.3,4330.382088169514,0.021491477575008935,76.67745872371022,25.056502432383578,47.861112496560146
121.5149°E,25.0377°N,27.8,82,16.0,3.6,4.286,27.0,7.8,78,多雲有雨,5.3,8429.155502088306,0.0006666781011369661,19.44658095278845,26.429457569773906,42.83278284711706
121.5149°E,25.0377°N,28.8,77,2.0,6.0,5.3,52.0,7.2,78,多雲有雨,5.3,7007.559638788897,0.007731234319548421,62.43367024026759,26.389611848190917,38.958657523890466
121.5149°E,25.0377°N,27.5,89,69.5,4.7,3.778,23.0,8.8,78,多雲有雨,5.3,9893.411221610213,0.0007893222847645965,82.27300054219356,26.482546553467177,46.29661628417145
121.5149°E,25.0377°N,29.1,81,0.0,8.4,6.242,42.0,5.4,77,多雲有靄,5.3,2558.196192865506,0.016423230602221534,13.433860865569613,26.749095971300044,57.01939934013297
121.5149°E,25.0377°N,28.7,83,38.5,8.2,5.486,55.0,5.0,77,多雲有雨,5.3,4915.959955019336,0.0163272046134893,50.57420174508104,23.795906811335712,57.999778482218275
121.5149°E,25.0377°N,28.7,82,20.0,7.6,6.103,48.0,7.6,77,多雲有雨,5.3,2942.8626667543026,0.0011965077069272239,1.4092294192442956,25.901482797849578,49.98996640481748
121.5149°E,25.0377°N,29.5,80,0.0,7.1,5.564,39.0,9.2,76,陰有靄,5.3,7945.988933496337,0.006667771902706545,40.64828689770863,25.628782532749927,43.09588595385949
121.5149°E,25.0377°N,30.2,74,0.0,10.5,6.286,56.0,5.2,76,多雲,5.3,3218.877813915652,0.0017385749609670476,24.141874796559883,24.665387976517433,59.704446848746244
121.5149°E,25.0377°N,31.0,68,0.0,11.8,6.708,34.0,6.0,75,多雲,5.3,3203.8729388944907,0.04498455875633354,61.95867393685738,24.04583232052336,56.85711355953775
121.5149°E,25.0377°N,29.4,78,5.0,9.1,5.322,38.0,5.2,75,多雲有雨,5.3,4329.9521488328965,0.0038654613833753264,69.73688756131395,24.112300495624908,55.5655602741076
121.5149°E,25.0377°N,30.1,76,0.0,8.5,6.336,34.8,5.4,75,多雲有靄,5.3,2953.592655204078,0.007044795279227169,18.438444236776675,25.379093835753004,58.064100920342746
121.5149°E,25.0377°N,30.8,70,0.0,10.8,7.056,44.0,6.6,74,多雲,5.3,4461.726073125263,0.025285616377998373,60.88311741937957,25.767514839067264,45.36411466700969
121.5149°E,25.0377°N,30.4,74,0.5,8.6,5.747,43.0,6.4,74,多雲,5.3,138.66135806461028,0.005533013775767367,17.473631282740744,24.40551134520981,43.29195441676193
121.5149°E,25.0377°N,29.4,84,1.0,6.1,5.1,51.0,7.2,74,多雲有雨,5.3,7167.991370649614,0.011451388509643244,25.339603448629965,25.807140486493637,43.94595081831899
121.5149°E,25.0377°N,28.9,87,10.5,7.9,6.358,53.0,6.8,73,多雲有雨,5.3,4247.0665101974655,0.0049392685817842095,70.73166026816995,25.492054778011344,51.86625512326249
121.5149°E,25.0377°N,28.7,90,26.0,3.7,3.736,25.0,8.0,73,多雲有雨,5.3,1700.2372014583602,0.0016655854897622958,87.53327263545391,23.773513766188888,47.9567823741652
121.5149°E,25.0377°N,27.9,88,17.0,0.0,1.739,17.8,10.0,73,陰有雨,5.3,4289.894407964999,0.0072475537322085936,84.45269432294789,26.23902898310561,46.43278316536287
121.5149°E,25.0377°N,28.3,86,13.0,0.0,1.508,20.4,10.0,72,陰有雨,5.3,6070.5475924296,0.0017582339627337036,29.694708578690452,26.476303814276804,51.7319676181278
121.5149°E,25.0377°N,27.7,89,31.0,4.6,3.589,22.0,8.6,72,多雲有雨,5.3,6335.106652211587,0.0013064215399616467,64.50856402604435,23.644599484127895,50.4825369743981
121.5149°E,25.0377°N,27.3,82,0.5,0.0,2.689,42.0,9.2,71,陰有靄,5.3,5657.055463326731,0.006380548048184384,59.92697556580301,26.437579554063863,52.322420807438746
121.5149°E,25.0377°N,27.1,80,5.0,0.4,2.608,25.0,9.0,71,陰有雨,5.3,5794.026042432033,0.028011912439583245,4.799256404886732,24.17619552402777,38.32073362239342
121.5149°E,25.0377°N,27.5,69,0.0,8.6,6.042,32.0,4.6,70,多雲,5.3,7035.489791719706,0.011268738374051889,18.81942600298212,26.025719316119783,44.307585815309345
121.5149°E,25.0377°N,27.6,70,0.0,11.9,7.256,60.0,5.0,70,多雲,5.3,7953.216372889023,0.007069332615433544,35.06565024321674,23.954520109168264,46.27766752423401
121.5149°E,25.0377°N,28.2,67,0.0,9.9,6.897,50.0,3.2,70,晴天,5.3,3825.292105251905,0.006372867133452003,36.437807036823045,26.13534053334416,49.25535193099785
121.5149°E,25.0377°N,28.9,68,0.0,8.2,5.778,40.0,3.0,69,晴天,5.3,8891.42175998572,0.004288294699425039,95.07534280610022,25.2633276626837,46.427264333741746
121.5149°E,25.0377°N,29.2,72,0.0,7.8,5.906,19.0,6.6,69,多雲,5.3,9950.528171068772,0.0006211083136916252,3.109707545554785,25.322402956744934,42.80937017990231
121.5149°E,25.0377°N,29.1,75,0.0,7.0,5.161,14.8,4.2,68,多雲有靄,5.3,6309.961044194965,0.039087628232752865,77.74687500031892,25.017072336730255,49.670669803551306
121.5149°E,25.0377°N,28.9,77,0.5,6.7,5.189,21.8,5.8,68,多雲有靄,5.3,1508.6931993235537,0.004194679555786066,72.68937533445626,24.945751977609053,47.87757673413531
121.5149°E,25.0377°N,29.4,72,0.0,9.0,5.925,38.0,7.2,68,多雲,5.3,8860.093713682347,0.00884968023387004,41.81361337253158,23.140713929626333,45.22307881104856
121.5149°E,25.0377°N,29.3,77,0.0,7.2,4.881,39.0,5.4,67,多雲有靄,5.3,5035.591588974116,0.0351705707618556,67.3041054216622,25.0374294843968,54.841964585515655
121.5149°E,25.0377°N,29.2,75,15.0,8.7,5.075,30.0,3.4,67,晴有雨,5.3,1436.9263717442186,0.0007744503852186091,76.7777192147274,24.198891988247475,43.53782975223591
121.5149°E,25.0377°N,30.0,67,0.0,10.4,6.597,48.0,1.8,67,晴天,5.3,168.1391751809873,0.005360464493866036,65.93449361953647,23.32137360188155,43.052079740845436
121.5149°E,25.0377°N,30.0,69,0.0,6.5,4.964,19.0,4.2,66,多雲,5.3,166.74225312644054,0.0013674091627169933,55.79119942437725,27.0115418523994,56.68973028036059
121.5149°E,25.0377°N,29.7,72,0.0,5.2,3.944,22.0,6.4,66,多雲,5.3,6996.532200813439,0.02103642356924257,7.033344161552524,24.933725159952218,46.683348259141546
121.5149°E,25.0377°N,30.1,75,0.0,10.3,6.208,64.0,3.4,65,晴有靄,5.3,9372.58336922236,0.006162459123171381,87.7034389270352,24.052026997486514,45.57619408316217
121.5149°E,25.0377°N,30.2,73,0.0,10.3,6.353,43.0,3.2,65,晴天,5.3,3284.285539485814,0.007898404225809445,67.14291710812734,23.608873131212004,42.08200548999279
121.5149°E,25.0377°N,30.6,67,0.0,11.1,6.6,46.0,1.8,65,晴天,5.3,8702.04727030757,0.002423655781107646,7.602387944210687,26.534203742392116,59.62271236837384
121.5149°E,25.0377°N,29.9,73,0.0,11.2,6.486,57.0,2.4,64,晴天,5.3,8125.260534442543,0.004123430069447932,33.94167240176095,25.25636924315067,59.38806937826005
121.5149°E,25.0377°N,29.7,76,14.5,11.0,6.272,41.0,3.4,64,晴有雨,5.3,3117.717474272095,0.00993739143479081,88.98273414473749,26.04453088367707,54.95264190890221
121.5149°E,25.0377°N,28.5,82,18.0,6.5,4.883,37.0,6.0,63,多雲有雨,5.3,4695.320806570698,0.0025703601784362695,32.18287999702445,23.18615065797598,52.37710822747799
121.5149°E,25.0377°N,29.7,77,0.0,9.8,6.364,56.0,3.0,63,晴有靄,5.3,6703.829969329748,0.005556062703061083,13.479311796067906,23.811365596059673,46.413276023292994
121.5149°E,25.0377°N,29.0,83,2.0,6.9,5.464,13.6,5.8,63,多雲有雨,5.3,524.07715142833,0.008019583930413346,61.74610120171561,24.767122379057376,55.95400936474876
121.5149°E,25.0377°N,29.0,80,0.0,10.1,5.922,31.2,3.8,62,晴有靄,5.3,4541.136501535454,0.00015180621036476466,95.17756930338517,23.24134953406755,43.70143728182029
121.5149°E,25.0377°N,27.9,83,4.5,5.1,4.353,28.0,6.4,62,多雲有雨,5.3,634.3710911199416,0.0050751535929503076,8.16239827150681,24.930147811543513,40.41086219617447
121.5149°E,25.0377°N,25.2,88,4.5,0.0,0.722,20.4,9.6,61,陰有雨,5.3,7729.083136069011,0.018354289337274867,95.24737816932593,26.813270511135187,47.47868004769401
121.5149°E,25.0377°N,26.4,95,21.0,0.0,0.617,8.0,9.6,61,陰有雨,5.3,9734.900485854638,0.004535328167335426,43.45949734085095,23.980958548590056,55.216559264027985
121.5149°E,25.0377°N,26.9,89,26.0,1.2,2.533,17.8,9.0,60,陰有雨,5.3,6842.496291781292,0.0006534735455934155,73.23748991793305,24.051456169999124,48.909779105490884
