經度,緯度,期間平均室外溫度(°),相對溼度(%),降水量(mm),日照時數(hour),期間平均太陽輻射量(kW/m²),能見度(km),總雲量(0~10),太陽高度角(°),天氣現象,海拔(m),設備容量(kW),故障率(%),遮蔽率(%),擺放角度(°),面板溫度(°)
119.9234°E,26.1693°N,27.3,90,5.0,3.1,4.55,19.4,8.6,87,多雲有雨,97.842,8184.762469461805,0.009045260726159576,92.03323669738758,26.01194955935167,47.061352202686194
119.9234°E,26.1693°N,27.0,90,0.5,4.6,4.764,34.0,7.6,87,多雲有靄,97.842,5069.371057593463,6.414784574437954e-05,42.36764571202764,24.464574605741877,41.560222076605356
119.9234°E,26.1693°N,28.0,92,0.0,5.0,4.956,16.0,7.4,87,多雲有靄,97.842,2667.6721433328144,0.05717244839750981,96.22533159682722,27.775042490248573,41.91198281697732
119.9234°E,26.1693°N,27.6,94,2.0,4.6,4.358,28.0,6.0,87,多雲有雨,97.842,898.7409337569086,0.0011221456349282718,75.52794714449938,26.87663419622167,41.96940467392116
119.9234°E,26.1693°N,27.2,95,1.5,6.0,4.792,33.6,6.2,87,多雲有雨,97.842,2940.2679615261773,0.0070205625932474106,49.71382838401171,25.84765860168826,50.80276942943637
119.9234°E,26.1693°N,27.9,92,0.0,10.8,7.094,39.6,4.0,87,多雲有靄,97.842,4769.699554707369,0.010859158501553745,54.58727071318237,27.067202740406714,43.68270453239104
119.9234°E,26.1693°N,28.1,90,0.0,10.2,6.439,35.6,6.8,87,多雲有靄,97.842,7576.9358902552085,0.007809648057575499,21.55635570178138,24.653065593035986,44.04424149444769
119.9234°E,26.1693°N,28.5,90,0.0,11.1,7.025,35.0,5.6,87,多雲有靄,97.842,82.09270562482574,0.010559329023777899,13.423875327601609,25.011823425202504,54.81893279451347
119.9234°E,26.1693°N,26.5,87,0.0,0.7,3.119,27.0,9.0,87,陰有靄,97.842,2977.0484182299733,0.006687810166792117,35.33510241693363,25.006876513868328,54.830832508536616
119.9234°E,26.1693°N,26.4,86,7.0,2.4,4.025,27.0,9.2,87,陰有雨,97.842,3968.543168636271,0.010624266201076744,63.43565006749879,25.03833161017553,49.94743420906871
119.9234°E,26.1693°N,25.8,93,3.5,2.9,4.053,16.8,9.2,87,陰有雨,97.842,4570.564285034553,0.005334249813619317,81.63247421661988,27.491512275163263,47.38327499447085
119.9234°E,26.1693°N,27.0,95,14.0,4.1,4.736,16.4,7.8,87,多雲有雨,97.842,5460.079587873132,0.0010538878028620933,81.85266682804456,26.00188131909795,52.56421324057925
119.9234°E,26.1693°N,26.1,96,20.0,0.0,1.761,12.2,9.8,87,陰有雨,97.842,48.039566501584936,0.0019743291108783073,32.649895121539615,26.0409361362852,44.28499922387135
119.9234°E,26.1693°N,26.6,98,20.0,0.1,2.358,13.4,10.0,87,陰有雨,97.842,5610.78947727094,0.013038898128454436,39.45303889932485,25.16243372316657,52.42913092570108
119.9234°E,26.1693°N,25.9,99,37.0,0.0,0.717,5.8,10.0,86,陰有雨,97.842,5382.953281937979,0.0009347425540419649,60.401828881918306,26.59895902348369,42.99211783475409
119.9234°E,26.1693°N,26.2,94,0.5,0.0,1.875,15.8,10.0,86,陰有靄,97.842,6588.818079396765,0.014668437006464898,81.70886825696691,27.224658548447675,37.17729510740463
119.9234°E,26.1693°N,26.8,89,0.0,3.3,4.656,23.0,8.6,86,多雲有靄,97.842,5806.707938628207,0.002064229378789908,63.48538904664461,25.70852014965819,41.52404796205468
119.9234°E,26.1693°N,26.4,84,0.0,10.1,6.389,31.6,3.6,86,晴有靄,97.842,150.10223311647718,0.006476479924401824,35.12247332167949,27.948505589469825,38.18757942655591
119.9234°E,26.1693°N,26.2,85,0.0,11.4,7.003,38.0,2.4,86,晴有靄,97.842,2169.2492318913937,0.03711074559161868,73.67869627245871,28.112902599808447,50.54392457375903
119.9234°E,26.1693°N,26.4,85,0.0,8.7,6.225,31.0,6.0,86,多雲有靄,97.842,6137.11951710306,0.008320617158427296,61.17139767584951,27.238385008169285,37.25693347305888
119.9234°E,26.1693°N,26.9,85,0.0,8.9,6.458,30.0,6.8,86,多雲有靄,97.842,7285.1276906100475,0.0003928443259212465,10.12682415517846,27.551241819826508,38.637484094910484
119.9234°E,26.1693°N,26.7,87,0.0,6.8,5.053,33.0,8.2,86,多雲有靄,97.842,1850.6034340257827,0.002335682930969042,19.981540012604004,27.295087735229473,42.8806759787752
119.9234°E,26.1693°N,27.5,88,0.0,6.5,5.411,18.0,7.0,85,多雲有靄,97.842,5899.212170631178,0.008928668245275372,60.55571841134033,25.582183214690236,45.643149027446334
119.9234°E,26.1693°N,27.7,86,0.0,11.0,6.717,34.0,3.0,85,晴有靄,97.842,6037.175104625401,0.006428353720242758,86.50713425760196,27.420636176082606,57.31631937090356
119.9234°E,26.1693°N,27.8,85,0.0,0.7,3.281,13.4,9.4,85,陰有靄,97.842,7071.617719919544,0.0005173768213541638,77.62920242617206,27.352467729805273,46.334039031234305
119.9234°E,26.1693°N,27.8,88,0.0,6.9,5.089,7.8,6.6,85,多雲有靄,97.842,2941.574819694134,0.015282781769121095,31.676466496140222,24.53624111455483,39.06257204059031
119.9234°E,26.1693°N,27.8,88,0.0,10.2,6.392,26.0,2.2,85,晴有靄,97.842,4188.430638240362,0.00864750364701422,85.52515748533425,24.730365498206968,42.481357117325125
119.9234°E,26.1693°N,27.7,89,0.0,10.0,5.992,28.0,3.0,85,晴有靄,97.842,8741.866731946133,0.003155381521918003,43.17300865919056,26.959871039020694,42.82886426283131
119.9234°E,26.1693°N,28.1,87,0.0,11.1,6.378,21.0,3.2,84,晴有靄,97.842,9591.74506966917,0.00305926686324761,11.747860133040245,26.696597970491556,41.67468297111691
119.9234°E,26.1693°N,28.0,89,0.0,9.9,6.397,23.0,3.6,84,晴有靄,97.842,9689.7526102749,0.012778196663337535,81.61224137380107,24.93050697811107,40.99692776577032
119.9234°E,26.1693°N,27.6,88,0.0,7.7,4.936,29.0,6.8,84,多雲有靄,97.842,1767.275002136719,0.020908176658269422,29.57217836029564,25.05811799979146,52.85006050623539
119.9234°E,26.1693°N,27.2,90,27.5,7.2,5.489,21.0,6.0,84,多雲有雨,97.842,5406.5224934556745,0.043264243381893525,35.148596089229535,24.69468047672963,42.85055742462443
119.9234°E,26.1693°N,26.5,92,1.0,4.9,4.094,21.0,7.4,84,多雲有雨,97.842,1260.166864487231,0.0173074400573711,53.05065129230064,27.338979071820038,49.19029054684484
119.9234°E,26.1693°N,27.6,89,0.0,8.8,6.008,23.0,3.6,83,晴有靄,97.842,6026.621219126432,0.001871189178512386,6.344104241893844,25.854918177245242,44.28052052224301
119.9234°E,26.1693°N,27.6,87,0.0,9.1,5.819,20.0,3.8,83,晴有靄,97.842,4913.632589780598,0.003656064059734166,58.521108245154466,25.502762311036207,52.925854869506196
119.9234°E,26.1693°N,27.2,90,6.0,6.6,4.669,17.0,7.0,83,多雲有雨,97.842,4420.557400738314,0.0003652649673185417,3.4900609214204903,26.33928747266933,43.49317559972897
119.9234°E,26.1693°N,26.9,90,4.0,1.6,2.994,18.0,9.0,83,陰有雨,97.842,3298.660593776649,0.005117910421412327,47.67747007986082,26.663278926223207,50.85058669310447
119.9234°E,26.1693°N,27.0,92,1.5,6.0,4.603,15.0,8.2,82,多雲有雨,97.842,8810.331576672734,0.007303883596048827,15.978750425922517,24.774851689776575,54.18578998931588
119.9234°E,26.1693°N,27.2,89,0.0,9.3,5.619,16.0,2.2,82,晴有靄,97.842,2763.4285556002064,0.01041153135042196,45.36764642401695,26.06996692320824,43.35127168576736
119.9234°E,26.1693°N,13.9,69,0.0,0.0,0.55,11.0,10.0,82,陰天,97.842,3004.3055623120686,0.0076466738432078565,88.17976402192848,26.73676584296949,24.203126435079444
119.9234°E,26.1693°N,13.9,95,14.5,0.0,0.331,12.8,10.0,81,陰有雨,97.842,2712.3491735449184,0.014619145221449532,49.69164447542534,26.543710281140765,37.97965896917453
119.9234°E,26.1693°N,15.7,84,0.0,6.1,3.292,19.0,3.4,81,晴有靄,97.842,7404.884973276304,0.004146528393767775,52.454928528254484,27.936158158540216,25.777621745825954
119.9234°E,26.1693°N,16.2,74,0.0,2.7,2.753,26.0,8.6,81,多雲,97.842,1838.4730973185224,0.02368512151845146,16.111345300768456,26.82072237292631,29.76900058240717
119.9234°E,26.1693°N,16.7,71,0.0,9.9,4.328,24.0,0.4,80,晴天,97.842,7599.157108113407,0.008712577208846738,29.025471177693984,27.896095774216324,43.0707799539765
119.9234°E,26.1693°N,16.9,80,0.0,9.5,4.225,19.0,1.0,80,晴有靄,97.842,4173.606163007686,0.0030405385029937514,46.11329459421785,26.121697630959662,39.92314773248393
119.9234°E,26.1693°N,17.7,82,0.0,0.7,1.894,13.0,9.4,80,陰有靄,97.842,8065.092616815683,0.00976393628271217,36.01174586935567,27.946255433251743,39.35383617366829
119.9234°E,26.1693°N,18.7,81,0.0,8.0,4.758,19.4,5.0,79,多雲有靄,97.842,9548.185497602717,0.013987944631424356,89.50485801127543,25.849634559368713,44.69212816309526
119.9234°E,26.1693°N,15.2,84,0.0,0.0,1.108,15.2,10.0,79,陰有靄,97.842,1211.9257186169345,0.00168392942142885,59.70758890615953,25.222274330868792,44.34429480073182
119.9234°E,26.1693°N,18.6,89,0.0,0.5,1.508,26.4,7.8,78,多雲有靄,97.842,313.1522728675304,0.005681126138809838,80.80731480781157,24.619032071276887,32.71625174593532
119.9234°E,26.1693°N,10.6,88,8.5,0.0,0.881,19.4,10.0,78,陰有雨,97.842,7261.799682619462,0.017298131831555593,36.535696546698816,26.083344198653243,22.41632888358411
119.9234°E,26.1693°N,10.4,89,0.0,0.0,0.611,20.2,10.0,77,陰有靄,97.842,6393.8253711668185,0.010734585240170789,55.52271619860575,24.597654745089947,36.28161513843913
119.9234°E,26.1693°N,7.5,63,0.0,2.6,3.086,14.8,6.8,76,多雲,97.842,671.5918815963105,0.0053890929191087455,33.64979130746802,27.22071331645413,27.943244179800477
119.9234°E,26.1693°N,5.6,58,0.0,9.4,5.225,30.6,2.2,76,晴天,97.842,1572.207483580729,0.004260300033017671,78.96740653694093,27.895140489992635,15.828499907728096
119.9234°E,26.1693°N,8.4,72,0.0,0.0,0.589,33.0,10.0,75,陰天,97.842,3486.3950322005276,0.00044935883538468717,22.271618192650944,26.58190714011826,32.60918315501163
119.9234°E,26.1693°N,10.5,62,0.0,6.3,2.028,34.0,6.2,75,多雲,97.842,3696.4788094027786,0.0006955459554717709,99.67710214204595,28.033423235035993,38.71541572866129
119.9234°E,26.1693°N,9.9,57,0.0,9.8,2.919,21.8,3.2,75,晴天,97.842,2695.0738214749585,0.00936907199120545,98.26472800444192,25.28651627739676,29.869236056829045
119.9234°E,26.1693°N,11.7,74,0.0,8.5,3.097,19.4,2.8,74,晴天,97.842,2712.6137703532863,0.009132456708465186,59.98489243622266,26.12501639156825,22.89739348215018
119.9234°E,26.1693°N,14.1,81,0.0,6.6,1.839,26.0,5.2,74,多雲有靄,97.842,4524.92747431234,0.03300087050345887,11.212013321338732,26.77679189610006,39.50426961810207
119.9234°E,26.1693°N,14.2,89,0.0,4.9,2.281,17.4,6.6,74,多雲有靄,97.842,6950.5971553259,0.012072930378445847,81.91810602303504,25.10399991140239,38.98771065412622
119.9234°E,26.1693°N,13.6,82,0.0,9.2,2.303,16.2,1.4,73,晴有靄,97.842,2981.5355663790147,0.030408673410925794,53.06165589733168,27.803649511960778,41.23083739405725
119.9234°E,26.1693°N,15.2,76,0.0,6.8,3.272,5.8,3.6,73,晴有靄,97.842,4939.360936763094,0.008635708180511577,29.69462141610396,27.11622848713423,35.262971084740116
119.9234°E,26.1693°N,11.1,75,0.0,7.5,2.361,5.6,6.6,72,多雲有靄,97.842,4891.204983029349,0.008825392423914287,32.640581955896664,27.705523266588003,33.2201665210223
119.9234°E,26.1693°N,11.8,58,0.0,6.2,2.519,24.6,4.4,71,多雲,97.842,1780.874675406802,0.0147690373119238,74.67390663134125,25.337748528069216,23.026418630473064
119.9234°E,26.1693°N,13.3,80,0.0,5.6,2.317,13.4,5.0,71,多雲有靄,97.842,2303.6383015455917,0.002268924087430423,42.73694581381046,24.777582259345653,29.71235955186169
119.9234°E,26.1693°N,13.7,85,0.0,9.2,3.486,9.2,2.4,70,晴有靄,97.842,4072.865170862329,0.007506226349890926,82.35748323545394,25.179304389775467,27.403884082630952
119.9234°E,26.1693°N,12.1,78,0.0,3.2,2.167,3.2,7.6,70,多雲有靄,97.842,2832.8699685112047,8.208382005668018e-05,82.10865021202872,27.605666687076685,27.68725335531532
119.9234°E,26.1693°N,10.6,85,0.5,0.0,0.681,8.8,10.0,70,陰有靄,97.842,2901.387917265206,7.553638711799873e-05,83.2561348239665,25.9256691625301,40.0452843168094
119.9234°E,26.1693°N,12.2,94,3.0,0.6,1.108,15.2,9.6,69,陰有雨,97.842,4950.571179135231,0.008234676921613771,85.14869157164519,24.9219600412637,31.414671515570255
119.9234°E,26.1693°N,13.0,82,0.0,6.9,3.603,7.6,5.0,69,多雲有靄,97.842,5371.01304048321,0.009608235711324931,37.57108931470473,24.763622439997878,26.852107865185015
119.9234°E,26.1693°N,10.6,71,0.0,6.1,2.769,6.4,5.2,69,多雲,97.842,3333.4201513036187,0.03132752121635239,33.039161218745846,24.27638174936217,33.52158956254973
119.9234°E,26.1693°N,11.5,78,0.0,9.7,3.433,5.1,0.0,68,晴有靄,97.842,5735.782427895045,0.002568846418615416,0.8741636598340374,26.68876500077219,29.079965956793817
119.9234°E,26.1693°N,12.8,82,0.0,10.0,2.864,14.0,0.0,68,晴有靄,97.842,4044.82523877899,0.0021314358972482606,93.98861679049708,24.589436020809387,35.29062260986652
119.9234°E,26.1693°N,14.7,77,0.0,9.8,4.9,29.0,1.8,67,晴有靄,97.842,864.1612903494425,0.0025124032329329085,10.956494166195407,28.0940691745846,28.70347462308669
119.9234°E,26.1693°N,12.1,82,0.0,0.0,0.772,2.7,10.0,67,陰有靄,97.842,5479.593259821165,0.005890818086214849,22.263569993328503,24.820876786176076,32.86954578662838
119.9234°E,26.1693°N,11.5,75,0.0,6.2,2.458,21.0,5.8,67,多雲有靄,97.842,4907.975688446096,0.015046274090255324,0.16279271599773937,25.992571315470656,30.961037023876088
119.9234°E,26.1693°N,14.3,77,0.0,4.8,2.756,19.0,6.4,66,多雲有靄,97.842,9560.168775274447,0.01075836735543898,24.80559075986678,25.646181725443682,26.557036796573975
119.9234°E,26.1693°N,13.2,97,10.5,0.0,1.469,5.6,10.0,65,陰有雨,97.842,7279.442833415116,0.009876205915047113,34.81442636167085,26.929797883784243,30.878264589794387
119.9234°E,26.1693°N,11.0,81,0.0,0.0,1.211,18.0,10.0,65,陰有靄,97.842,8630.763780349873,0.014797026219474567,73.89329794911511,24.628152433444995,37.40147935655222
119.9234°E,26.1693°N,6.3,88,2.0,0.0,0.289,10.0,10.0,64,陰有雨,97.842,8959.142515582618,0.015125371554638875,6.810791364012337,26.780697960581353,20.491315580827543
119.9234°E,26.1693°N,3.7,75,4.0,6.1,1.747,20.0,6.8,64,多雲有雨,97.842,5389.121702889246,0.01997935506160174,54.70986129381403,25.386939936269457,25.24252334476881
119.9234°E,26.1693°N,5.2,57,0.0,7.1,3.258,30.0,3.4,63,晴天,97.842,1066.2994824078703,0.01968092021606027,7.407927676677229,27.580134648302863,28.521730720345264
119.9234°E,26.1693°N,7.2,64,0.0,0.0,0.911,12.0,10.0,63,陰天,97.842,2147.8148108551027,0.0038395039371608734,43.48864875735728,27.71949772216154,20.60306658013412
119.9234°E,26.1693°N,8.6,62,0.0,3.5,1.397,10.4,7.0,63,多雲,97.842,5265.843868104264,0.0012615318028047324,28.56039205372226,25.45552479344318,36.14958633842124
119.9234°E,26.1693°N,9.6,84,7.0,0.0,0.722,4.1,10.0,62,陰有雨,97.842,8919.266932356755,0.0022070974565376635,64.27336998669242,28.123563695238765,32.23144838672483
119.9234°E,26.1693°N,12.1,96,7.0,4.8,2.756,11.1,4.7,61,多雲有雨,97.842,5763.522706532355,0.0038295729261586214,53.43818154669155,26.40450572480934,35.632350055919346
119.9234°E,26.1693°N,11.5,92,0.0,6.1,3.906,13.4,6.8,60,多雲有靄,97.842,6076.700139468213,0.0013753098264976023,26.90163129019242,26.89761271989392,35.94610740800112
119.9234°E,26.1693°N,10.0,99,11.5,0.0,0.847,5.9,10.0,59,陰有雨,97.842,1272.6491172693056,0.0064848837528594635,21.533795172540373,28.028448963407776,39.76720352273107
119.9234°E,26.1693°N,10.5,94,0.0,0.0,1.178,8.7,10.0,59,陰有靄,97.842,136.2326003817244,0.013507223991608485,24.180134835190913,26.157949774693883,36.19868154736218
119.9234°E,26.1693°N,6.8,98,26.0,0.0,0.694,18.0,10.0,58,陰有雨,97.842,8233.96303208711,0.003383814679959395,24.20432422003309,27.60787833688913,21.518176324191828
119.9234°E,26.1693°N,6.5,85,3.0,0.0,0.494,11.2,10.0,58,陰有雨,97.842,4642.107730679176,0.007850784666804124,88.55060670556261,27.036722577673498,22.90427828852965
119.9234°E,26.1693°N,9.2,79,0.0,9.5,4.683,5.6,2.6,57,晴有靄,97.842,8215.802465390057,0.002188405493276523,83.15572286385874,26.840079714605224,19.23796123891298
119.9234°E,26.1693°N,10.7,76,0.0,10.5,4.589,13.6,0.0,57,晴有靄,97.842,9536.01811259143,0.006810905783905738,33.4663352330741,24.777773399799067,25.71643337562435
119.9234°E,26.1693°N,11.7,76,0.0,10.4,5.264,14.8,0.0,56,晴有靄,97.842,2930.6936778572945,0.007685160266304556,74.23888305367247,26.220588730317218,41.5258012971384
119.9234°E,26.1693°N,13.6,79,0.0,10.3,4.872,19.2,1.2,56,晴有靄,97.842,5150.077939358618,0.0022935490370740155,16.87063039037744,26.57580968480294,27.223351982543768
119.9234°E,26.1693°N,14.4,82,0.0,9.8,4.114,12.6,1.0,55,晴有靄,97.842,939.1484075014718,0.015047561371680911,46.06002057949055,26.047350570015208,32.58400511266249
119.9234°E,26.1693°N,11.5,88,0.0,3.1,3.369,15.8,8.6,54,多雲有靄,97.842,9919.644610509838,0.01364735007586234,97.9886601181617,25.061618171229437,40.67572749156773
119.9234°E,26.1693°N,15.8,87,0.0,4.4,3.486,11.1,8.2,54,多雲有靄,97.842,8425.858981785703,0.004663832679648024,56.46128395290423,25.706149246793313,36.201770806686866
119.9234°E,26.1693°N,20.2,88,0.0,4.6,2.317,16.4,7.4,54,多雲有靄,97.842,5079.475425533756,0.0013107164850914342,52.58423648845647,26.475213924652905,38.893695714529045
119.9234°E,26.1693°N,15.9,93,0.0,2.1,1.681,2.0,6.7,53,多雲有靄,97.842,2773.0128908052493,0.0053599727092733945,53.26490253202319,26.32714484334869,33.64207129484207
119.9234°E,26.1693°N,17.5,92,0.0,5.6,3.083,12.3,5.3,53,多雲有靄,97.842,5786.16436322697,0.005440907649966196,53.192242344243866,25.748324763438397,39.08675744987596
